mode,pos,background_leakage_raw_sum,ER_sum_dB,separation_efficiency
1,0.25332666666666664,0.0496435850736725,13.041368629208442,0.9527043409976272
4,0.013306666666666578,0.0398092345703831,14.000161727061482,0.961714867259444
6,0.5199599999999998,0.039273730677426455,14.05897842410145,0.962210407597018
27,0.8398199999999996,0.028858294953981956,15.397293320766199,0.9719511471156748
37,0.3730866666666657,0.04407093568289122,13.558477287593654,0.9577893281225515
40,0.13306666666666622,0.04898238491160378,13.09960073259203,0.9533048546704324
46,0.6530266666666655,0.0342541850621485,14.652863602777765,0.9668803031625246
