,in_1,in_4,in_6,in_27,in_37,in_40,in_46
out_1,0.9527043409976272,0.004919196924254517,0.00418074563260918,0.002517253107477117,0.016795499266312644,0.01658705203079166,0.0025704559291757035
out_4,0.004873107844650961,0.961714867259444,0.0023139498478357886,0.00863600483506643,0.002812446356583697,0.016716860918229715,0.002834960293246257
out_6,0.004139442352053374,0.002312758158908219,0.962210407597018,0.003275957248641767,0.011503221716309431,0.0026062276414548402,0.01393216710854711
out_27,0.0024674058670541388,0.008545053183233066,0.003243126127110638,0.9719511471156748,0.002327583670053078,0.003608278429850265,0.0075392435964323195
out_37,0.016706330495040906,0.002823973284185638,0.011556319674207857,0.0023619991909393408,0.9577893281225515,0.004876179487934041,0.0039095623672378
out_40,0.016576603377889892,0.016864336314040714,0.002630574415821924,0.0036788550292426053,0.004899117687980203,0.9533048546704324,0.0023333075428361664
out_46,0.0025327690656835574,0.0028198148759338505,0.01386487670539659,0.007578783472958141,0.0038728031802096586,0.002300546821306959,0.9668803031625246
