,in_1,in_4,in_6,in_27,in_37,in_40,in_46
out_1,1.0,0.005115026388510072,0.0043449391106150995,0.0025898967401265195,0.017535692634240357,0.017399525397912695,0.002658504802267785
out_4,0.005115026388510072,1.0,0.0024048272909607633,0.008885225209820791,0.0029363934990762793,0.01753569263424019,0.0029320695477749567
out_6,0.0043449391106150995,0.0024048272909607633,1.0,0.0033704957891797062,0.012010179460714941,0.0027338868869558426,0.01440940213900006
out_27,0.0025898967401265195,0.008885225209820791,0.0033704957891797062,1.0,0.002430162460272535,0.003785020512769428,0.007797494241813131
out_37,0.017535692634240357,0.0029363934990762793,0.012010179460714941,0.002430162460272535,1.0,0.005115026388510093,0.004043481240077175
out_40,0.017399525397912695,0.01753569263424019,0.0027338868869558426,0.003785020512769428,0.005115026388510093,1.0,0.002413233091215383
out_46,0.002658504802267785,0.0029320695477749567,0.01440940213900006,0.007797494241813131,0.004043481240077175,0.002413233091215383,1.0
