row\col,1,4,6,10,15,18,22,27,31,37,40,46
1,1,0.000560870955493,0.000889311733709,0.00122495701686,0.000377596159549,0.00318722588707,0.0070047225867,0.000560870955493,0.000688818227025,0.000475620182791,0.000350994476666,0.00184556686311
4,0.000560870955493,1,0.000326839153295,0.000334637237756,0.000417440872931,0.000377596159549,0.000417440872931,0.000334637237756,0.000326839153295,0.0271301262914,0.000475620182791,0.00184556686311
6,0.000889311733709,0.000326839153295,1,0.0271301262914,0.00122495701686,0.00318722588707,0.00184556686311,0.0070047225867,0.0271301262914,0.000326839153295,0.000889311733709,0.000417440872931
10,0.00122495701686,0.000334637237756,0.0271301262914,1,0.000889311733709,0.0070047225867,0.00318722588707,0.00318722588707,0.0070047225867,0.000326839153295,0.000688818227025,0.000475620182791
15,0.000377596159549,0.000417440872931,0.00122495701686,0.000889311733709,1,0.000560870955493,0.000475620182791,0.00318722588707,0.00184556686311,0.000475620182791,0.0271301262914,0.000326839153295
18,0.00318722588707,0.000377596159549,0.00318722588707,0.0070047225867,0.000560870955493,1,0.0271301262914,0.00122495701686,0.00184556686311,0.000350994476666,0.000475620182791,0.000688818227025
22,0.0070047225867,0.000417440872931,0.00184556686311,0.00318722588707,0.000475620182791,0.0271301262914,1,0.000889311733709,0.00122495701686,0.000377596159549,0.000417440872931,0.000889311733709
27,0.000560870955493,0.000334637237756,0.0070047225867,0.00318722588707,0.00318722588707,0.00122495701686,0.000889311733709,1,0.0271301262914,0.000350994476666,0.00184556686311,0.000350994476666
31,0.000688818227025,0.000326839153295,0.0271301262914,0.0070047225867,0.00184556686311,0.00184556686311,0.00122495701686,0.0271301262914,1,0.000334637237756,0.00122495701686,0.000377596159549
37,0.000475620182791,0.0271301262914,0.000326839153295,0.000326839153295,0.000475620182791,0.000350994476666,0.000377596159549,0.000350994476666,0.000334637237756,1,0.000560870955493,0.00122495701686
40,0.000350994476666,0.000475620182791,0.000889311733709,0.000688818227025,0.0271301262914,0.000475620182791,0.000417440872931,0.00184556686311,0.00122495701686,0.000560870955493,1,0.000334637237756
46,0.00184556686311,0.00184556686311,0.000417440872931,0.000475620182791,0.000326839153295,0.000688818227025,0.000889311733709,0.000350994476666,0.000377596159549,0.00122495701686,0.000334637237756,1
