M,m,k_star,s_min,analytic_s_min,s_min_abs_error,F_min_tau0_3,plane_concave_L_over_R,P_noise_at_boundary,ER_sum_dB_at_boundary,eta_sort_at_boundary
29,9,0.3103448275862069,0.034482758620688614,0.034482758620689655,1.0408340855860843e-15,87.0,0.6850690776699572,0.08962945528872601,10.475492429367723,0.9177431787900995
29,10,0.3448275862068966,0.03448275862068839,0.034482758620689655,1.2628786905111156e-15,87.0,0.7805935326811912,0.08962945528872601,10.475492429367723,0.9177431787900995
29,11,0.3793103448275862,0.034482758620688614,0.034482758620689655,1.0408340855860843e-15,87.0,0.8629977459615652,0.08962945528872601,10.475492429367723,0.9177431787900995
29,12,0.41379310344827586,0.03448275862068906,0.034482758620689655,5.967448757360216e-16,87.0,0.9284285880837945,0.08962945528872601,10.475492429367723,0.9177431787900995
29,13,0.4482758620689655,0.034482758620688614,0.034482758620689655,1.0408340855860843e-15,87.0,0.9738265855914012,0.08962945528872601,10.475492429367723,0.9177431787900995
29,14,0.4827586206896552,0.034482758620688614,0.034482758620689655,1.0408340855860843e-15,87.0,0.9970689785771797,0.08962945528872601,10.475492429367723,0.9177431787900995
30,1,0.03333333333333333,0.033333333333333326,0.03333333333333333,6.938893903907228e-18,90.0,0.010926199633097178,0.08963784225610127,10.475086062595476,0.9177361148998775
30,7,0.23333333333333334,0.03333333333333277,0.03333333333333333,5.620504062164855e-16,90.0,0.4477357683661733,0.08963784225610127,10.475086062595476,0.9177361148998775
30,11,0.36666666666666664,0.03333333333333233,0.03333333333333333,1.0061396160665481e-15,90.0,0.834565303179429,0.08963784225610127,10.475086062595476,0.9177361148998775
30,13,0.43333333333333335,0.03333333333333233,0.03333333333333333,1.0061396160665481e-15,90.0,0.9567727288213006,0.08963784225610127,10.475086062595476,0.9177361148998775
31,1,0.03225806451612903,0.032258064516129004,0.03225806451612903,2.7755575615628914e-17,93.0,0.01023502937375275,0.08964543097583655,10.474718405418283,0.9177297234242939
31,2,0.06451612903225806,0.03225806451612889,0.03225806451612903,1.3877787807814457e-16,93.0,0.04052109418988468,0.08964543097583655,10.474718405418283,0.9177297234242939
31,3,0.0967741935483871,0.03225806451612878,0.03225806451612903,2.498001805406602e-16,93.0,0.08961827939636183,0.08964543097583655,10.474718405418283,0.9177297234242939
31,4,0.12903225806451613,0.03225806451612878,0.03225806451612903,2.498001805406602e-16,93.0,0.15551654046215668,0.08964543097583655,10.474718405418283,0.9177297234242939
31,5,0.16129032258064516,0.03225806451612856,0.03225806451612903,4.718447854656915e-16,93.0,0.23551799483651878,0.08964543097583655,10.474718405418283,0.9177297234242939
31,6,0.1935483870967742,0.03225806451612856,0.03225806451612903,4.718447854656915e-16,93.0,0.3263473735775899,0.08964543097583655,10.474718405418283,0.9177297234242939
31,7,0.22580645161290322,0.03225806451612856,0.03225806451612903,4.718447854656915e-16,93.0,0.4242861112477116,0.08964543097583655,10.474718405418283,0.9177297234242939
31,8,0.25806451612903225,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.5253245844193564,0.08964543097583655,10.474718405418283,0.9177297234242939
31,9,0.2903225806451613,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.6253262661293604,0.08964543097583655,10.474718405418283,0.9177297234242939
31,10,0.3225806451612903,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.7201970757788171,0.08964543097583655,10.474718405418283,0.9177297234242939
31,11,0.3548387096774194,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.8060529912738315,0.08964543097583655,10.474718405418283,0.9177297234242939
31,12,0.3870967741935484,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.8793790613463954,0.08964543097583655,10.474718405418283,0.9177297234242939
31,13,0.41935483870967744,0.03225806451612789,0.03225806451612903,1.1379786002407855e-15,93.0,0.937173308072291,0.08964543097583655,10.474718405418283,0.9177297234242939
31,14,0.45161290322580644,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.9770696282000244,0.08964543097583655,10.474718405418283,0.9177297234242939
31,15,0.4838709677419355,0.032258064516128115,0.03225806451612903,9.159339953157541e-16,93.0,0.9974346616959475,0.08964543097583655,10.474718405418283,0.9177297234242939
32,1,0.03125,0.03125,0.03125,0.0,96.0,0.009607359798384776,0.08965231961884101,10.474384692403348,0.9177239216540178
32,3,0.09375,0.03125,0.03125,0.0,96.0,0.08426519384872735,0.08965231961884101,10.474384692403348,0.9177239216540178
32,5,0.15625,0.03125,0.03125,0.0,96.0,0.22221488349019888,0.08965231961884101,10.474384692403348,0.9177239216540178
32,7,0.21875,0.03125,0.03125,0.0,96.0,0.40245483899193585,0.08965231961884101,10.474384692403348,0.9177239216540178
32,9,0.28125,0.03125,0.03125,0.0,96.0,0.597545161008064,0.08965231961884101,10.474384692403348,0.9177239216540178
32,11,0.34375,0.03125,0.03125,0.0,96.0,0.777785116509801,0.08965231961884101,10.474384692403348,0.9177239216540178
32,13,0.40625,0.03125,0.03125,0.0,96.0,0.9157348061512728,0.08965231961884101,10.474384692403348,0.9177239216540178
32,15,0.46875,0.03125,0.03125,0.0,96.0,0.9903926402016151,0.08965231961884101,10.474384692403348,0.9177239216540178
33,1,0.030303030303030304,0.030303030303030276,0.030303030303030304,2.7755575615628914e-17,99.0,0.009035651368646648,0.08965859171645896,10.474080869577815,0.9177186392159526
33,2,0.06060606060606061,0.030303030303030165,0.030303030303030304,1.3877787807814457e-16,99.0,0.03581603349196369,0.08965859171645896,10.474080869577815,0.9177186392159526
33,4,0.12121212121212122,0.030303030303030054,0.030303030303030304,2.498001805406602e-16,99.0,0.13813298094746493,0.08965859171645896,10.474080869577815,0.9177186392159526
33,5,0.15151515151515152,0.030303030303029832,0.030303030303030304,4.718447854656915e-16,99.0,0.20997154521440092,0.08965859171645896,10.474080869577815,0.9177186392159526
33,7,0.21212121212121213,0.030303030303029832,0.030303030303030304,4.718447854656915e-16,99.0,0.3821205322452863,0.08965859171645896,10.474080869577815,0.9177186392159526
33,8,0.24242424242424243,0.030303030303029388,0.030303030303030304,9.159339953157541e-16,99.0,0.47620904208812875,0.08965859171645896,10.474080869577815,0.9177186392159526
33,10,0.30303030303030304,0.030303030303029388,0.030303030303030304,9.159339953157541e-16,99.0,0.6635339816587108,0.08965859171645896,10.474080869577815,0.9177186392159526
33,13,0.3939393939393939,0.030303030303029388,0.030303030303030304,9.159339953157541e-16,99.0,0.8930265473713936,0.08965859171645896,10.474080869577815,0.9177186392159526
33,14,0.42424242424242425,0.030303030303029388,0.030303030303030304,9.159339953157541e-16,99.0,0.9444177243274616,0.08965859171645896,10.474080869577815,0.9177186392159526
33,16,0.48484848484848486,0.030303030303029388,0.030303030303030304,9.159339953157541e-16,99.0,0.9977359612865423,0.08965859171645896,10.474080869577815,0.9177186392159526
34,1,0.029411764705882353,0.02941176470588225,0.029411764705882353,1.0408340855860843e-16,102.0,0.008513450158049109,0.08966431870399871,10.473803470657458,0.9177138159294399
