M,m,k_star,s_min,analytic_s_min,s_min_abs_error,F_min_tau0_3,plane_concave_L_over_R,P_noise_at_boundary,ER_sum_dB_at_boundary,eta_sort_at_boundary
34,3,0.08823529411764706,0.029411764705882026,0.029411764705882353,3.2612801348363973e-16,102.0,0.0748914321351929,0.08966431870399871,10.473803470657458,0.9177138159294399
34,5,0.14705882352941177,0.029411764705881804,0.029411764705882353,5.48172618408671e-16,102.0,0.1986826818103718,0.08966431870399871,10.473803470657458,0.9177138159294399
34,7,0.20588235294117646,0.02941176470588225,0.029411764705882353,1.0408340855860843e-16,102.0,0.36316850496395847,0.08966431870399871,10.473803470657458,0.9177138159294399
34,9,0.2647058823529412,0.02941176470588136,0.029411764705882353,9.922618282587337e-16,102.0,0.5461341797316509,0.08966431870399871,10.473803470657458,0.9177138159294399
34,11,0.3235294117647059,0.02941176470588225,0.029411764705882353,1.0408340855860843e-16,102.0,0.7228691778882691,0.08966431870399871,10.473803470657458,0.9177138159294399
34,13,0.38235294117647056,0.029411764705880916,0.029411764705882353,1.4363510381087963e-15,102.0,0.8695044586103295,0.08966431870399871,10.473803470657458,0.9177138159294399
34,15,0.4411764705882353,0.029411764705881138,0.029411764705882353,1.214306433183765e-15,102.0,0.966236114702178,0.08966431870399871,10.473803470657458,0.9177138159294399
35,1,0.02857142857142857,0.02857142857142847,0.02857142857142857,1.0061396160665481e-16,105.0,0.008035205700685171,0.0896695619632557,10.473549517689433,0.917709400084831
35,2,0.05714285714285714,0.02857142857142847,0.02857142857142857,1.0061396160665481e-16,105.0,0.0318825646801314,0.0896695619632557,10.473549517689433,0.917709400084831
35,3,0.08571428571428572,0.02857142857142836,0.02857142857142857,2.1163626406917047e-16,105.0,0.07077560319906695,0.0896695619632557,10.473549517689433,0.917709400084831
35,4,0.11428571428571428,0.02857142857142847,0.02857142857142857,1.0061396160665481e-16,105.0,0.12346426699819452,0.0896695619632557,10.473549517689433,0.917709400084831
35,6,0.17142857142857143,0.028571428571428026,0.02857142857142857,5.447031714567174e-16,105.0,0.2630656687635006,0.0896695619632557,10.473549517689433,0.917709400084831
35,8,0.22857142857142856,0.028571428571428026,0.02857142857142857,5.447031714567174e-16,105.0,0.43288336709117226,0.0896695619632557,10.473549517689433,0.917709400084831
35,9,0.2571428571428571,0.028571428571427582,0.02857142857142857,9.8879238130678e-16,105.0,0.5224324151752573,0.0896695619632557,10.473549517689433,0.917709400084831
35,11,0.3142857142857143,0.028571428571427582,0.02857142857142857,9.8879238130678e-16,105.0,0.6965125158269618,0.0896695619632557,10.473549517689433,0.917709400084831
35,12,0.34285714285714286,0.028571428571427582,0.02857142857142857,9.8879238130678e-16,105.0,0.7754484907260513,0.0896695619632557,10.473549517689433,0.917709400084831
35,13,0.37142857142857144,0.028571428571427582,0.02857142857142857,9.8879238130678e-16,105.0,0.8455313244934323,0.0896695619632557,10.473549517689433,0.917709400084831
35,16,0.45714285714285713,0.028571428571427582,0.02857142857142857,9.8879238130678e-16,105.0,0.9819814303479265,0.0896695619632557,10.473549517689433,0.917709400084831
35,17,0.4857142857142857,0.02857142857142675,0.02857142857142857,1.8214596497756474e-15,105.0,0.9979871469976194,0.0896695619632557,10.473549517689433,0.917709400084831
36,1,0.027777777777777776,0.02777777777777768,0.027777777777777776,9.71445146547012e-17,108.0,0.007596123493895969,0.08967437447371385,10.473316440756015,0.9177053470519352
36,5,0.1388888888888889,0.027777777777777235,0.027777777777777776,5.412337245047638e-16,108.0,0.17860619515673035,0.08967437447371385,10.473316440756015,0.9177053470519352
36,7,0.19444444444444445,0.027777777777777235,0.027777777777777776,5.412337245047638e-16,108.0,0.32898992833716556,0.08967437447371385,10.473316440756015,0.9177053470519352
36,11,0.3055555555555556,0.02777777777777679,0.027777777777777776,9.853229343548264e-16,108.0,0.6710100716628343,0.08967437447371385,10.473316440756015,0.9177053470519352
36,13,0.3611111111111111,0.02777777777777679,0.027777777777777776,9.853229343548264e-16,108.0,0.8213938048432696,0.08967437447371385,10.473316440756015,0.9177053470519352
36,17,0.4722222222222222,0.02777777777777679,0.027777777777777776,9.853229343548264e-16,108.0,0.9924038765061041,0.08967437447371385,10.473316440756015,0.9177053470519352
37,1,0.02702702702702703,0.027027027027026973,0.02702702702702703,5.551115123125783e-17,111.0,0.0071920448261457715,0.08967880215581436,10.473102012671676,0.917701618148032
37,2,0.05405405405405406,0.027027027027026862,0.02702702702702703,1.6653345369377348e-16,111.0,0.028561277269457924,0.08967880215581436,10.473102012671676,0.917701618148032
37,3,0.08108108108108109,0.02702702702702675,0.02702702702702703,2.7755575615628914e-16,111.0,0.06349294341940591,0.08967880215581436,10.473102012671676,0.917701618148032
37,4,0.10810810810810811,0.02702702702702675,0.02702702702702703,2.7755575615628914e-16,111.0,0.11098212284078025,0.08967880215581436,10.473102012671676,0.917701618148032
37,5,0.13513513513513514,0.02702702702702664,0.02702702702702703,3.885780586188048e-16,111.0,0.16966263830495926,0.08967880215581436,10.473102012671676,0.917701618148032
37,6,0.16216216216216217,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.23784635822138414,0.08967880215581436,10.473102012671676,0.917701618148032
37,7,0.1891891891891892,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.31357176110984564,0.08967880215581436,10.473102012671676,0.917701618148032
37,8,0.21621621621621623,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.3946603650021369,0.08967880215581436,10.473102012671676,0.917701618148032
37,9,0.24324324324324326,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.47877939840192585,0.08967880215581436,10.473102012671676,0.917701618148032
37,10,0.2702702702702703,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.5635089098734394,0.08967880215581436,10.473102012671676,0.917701618148032
37,11,0.2972972972972973,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.6464113856382752,0.08967880215581436,10.473102012671676,0.917701618148032
37,12,0.32432432432432434,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.7251018724088366,0.08967880215581436,10.473102012671676,0.917701618148032
37,13,0.35135135135135137,0.027027027027025863,0.02702702702702703,1.1657341758564144e-15,111.0,0.7973165881521433,0.08967880215581436,10.473102012671676,0.917701618148032
37,14,0.3783783783783784,0.027027027027025752,0.02702702702702703,1.27675647831893e-15,111.0,0.8609780469772623,0.08967880215581436,10.473102012671676,0.917701618148032
37,15,0.40540540540540543,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.9142548246219211,0.08967880215581436,10.473102012671676,0.917701618148032
37,16,0.43243243243243246,0.02702702702702542,0.02702702702702703,1.609823385706477e-15,111.0,0.955614245194068,0.08967880215581436,10.473102012671676,0.917701618148032
37,17,0.4594594594594595,0.027027027027026307,0.02702702702702703,7.216449660063518e-16,111.0,0.9838664734667495,0.08967880215581436,10.473102012671676,0.917701618148032
37,18,0.4864864864864865,0.02702702702702453,0.02702702702702703,2.4980018054066022e-15,111.0,0.9981987442712633,0.08967880215581436,10.473102012671676,0.917701618148032
38,1,0.02631578947368421,0.02631578947368418,0.02631578947368421,2.7755575615628914e-17,114.0,0.006819348298638814,0.08968288497020338,10.472904295557333,0.9176981797115629
38,3,0.07894736842105263,0.02631578947368407,0.02631578947368421,1.3877787807814457e-16,114.0,0.06026312439675545,0.08968288497020338,10.472904295557333,0.9176981797115629
38,5,0.13157894736842105,0.026315789473683626,0.02631578947368421,5.828670879282072e-16,114.0,0.16135921418712942,0.08968288497020338,10.472904295557333,0.9176981797115629
38,7,0.18421052631578946,0.026315789473683626,0.02631578947368421,5.828670879282072e-16,114.0,0.2991522876735152,0.08968288497020338,10.472904295557333,0.9176981797115629
38,9,0.23684210526315788,0.026315789473683182,0.02631578947368421,1.0269562977782698e-15,114.0,0.4587103272638337,0.08968288497020338,10.472904295557333,0.9176981797115629
38,11,0.2894736842105263,0.02631578947368296,0.02631578947368421,1.2490009027033011e-15,114.0,0.6227427435703995,0.08968288497020338,10.472904295557333,0.9176981797115629
38,13,0.34210526315789475,0.026315789473683182,0.02631578947368421,1.0269562977782698e-15,114.0,0.7734740790612135,0.08968288497020338,10.472904295557333,0.9176981797115629
38,15,0.39473684210526316,0.026315789473683182,0.02631578947368421,1.0269562977782698e-15,114.0,0.8945702546981967,0.08968288497020338,10.472904295557333,0.9176981797115629
38,17,0.4473684210526316,0.026315789473682738,0.02631578947368421,1.4710455076283324e-15,114.0,0.9729086208503173,0.08968288497020338,10.472904295557333,0.9176981797115629
39,1,0.02564102564102564,0.02564102564102555,0.02564102564102564,9.020562075079397e-17,117.0,0.006474868681043567,0.08968665782236629,10.472721596883956,0.9176950023398502
39,2,0.05128205128205128,0.02564102564102555,0.02564102564102564,9.020562075079397e-17,117.0,0.025731779026427228,0.08968665782236629,10.472721596883956,0.9176950023398502
39,4,0.10256410256410256,0.02564102564102555,0.02564102564102564,9.020562075079397e-17,117.0,0.10027861829824941,0.08968665782236629,10.472721596883956,0.9176950023398502
39,5,0.1282051282051282,0.025641025641025106,0.02564102564102564,5.342948306008566e-16,117.0,0.15363782324520028,0.08968665782236629,10.472721596883956,0.9176950023398502
39,7,0.1794871794871795,0.025641025641025106,0.02564102564102564,5.342948306008566e-16,117.0,0.28565371929847283,0.08968665782236629,10.472721596883956,0.9176950023398502
39,8,0.20512820512820512,0.02564102564102555,0.02564102564102564,9.020562075079397e-17,117.0,0.36089126804177357,0.08968665782236629,10.472721596883956,0.9176950023398502
39,10,0.2564102564102564,0.025641025641024662,0.02564102564102564,9.783840404509192e-16,117.0,0.5201329700547075,0.08968665782236629,10.472721596883956,0.9176950023398502
39,11,0.28205128205128205,0.025641025641024662,0.02564102564102564,9.783840404509192e-16,117.0,0.6000128468880223,0.08968665782236629,10.472721596883956,0.9176950023398502
39,14,0.358974358974359,0.025641025641024662,0.02564102564102564,9.783840404509192e-16,117.0,0.8162226877976885,0.08968665782236629,10.472721596883956,0.9176950023398502
39,16,0.41025641025641024,0.025641025641024662,0.02564102564102564,9.783840404509192e-16,117.0,0.9225950427718973,0.08968665782236629,10.472721596883956,0.9176950023398502
39,17,0.4358974358974359,0.025641025641023774,0.02564102564102564,1.8665624601510444e-15,117.0,0.959989721829412,0.08968665782236629,10.472721596883956,0.9176950023398502
39,19,0.48717948717948717,0.02564102564102383,0.02564102564102564,1.8110513089197866e-15,117.0,0.9983786540671049,0.08968665782236629,10.472721596883956,0.9176950023398502
40,1,0.025,0.02499999999999991,0.025,9.020562075079397e-17,120.0,0.0061558297024311365,0.0896901513110111,10.472552433116515,0.9176920602585015
40,3,0.075,0.024999999999999745,0.025,2.5673907444456745e-16,120.0,0.05449673790581606,0.0896901513110111,10.472552433116515,0.9176920602585015
40,7,0.175,0.0249999999999993,0.025,7.008282842946301e-16,120.0,0.2730047501302265,0.0896901513110111,10.472552433116515,0.9176920602585015
40,9,0.225,0.024999999999999023,0.025,9.783840404509192e-16,120.0,0.4217827674798846,0.0896901513110111,10.472552433116515,0.9176920602585015
40,11,0.275,0.02499999999999858,0.025,1.4224732503009818e-15,120.0,0.5782172325201156,0.0896901513110111,10.472552433116515,0.9176920602585015
40,13,0.325,0.02499999999999858,0.025,1.4224732503009818e-15,120.0,0.7269952498697734,0.0896901513110111,10.472552433116515,0.9176920602585015
40,17,0.425,0.02499999999999858,0.025,1.4224732503009818e-15,120.0,0.9455032620941839,0.0896901513110111,10.472552433116515,0.9176920602585015
40,19,0.475,0.02499999999999858,0.025,1.4224732503009818e-15,120.0,0.9938441702975689,0.0896901513110111,10.472552433116515,0.9176920602585015
41,1,0.024390243902439025,0.024390243902438935,0.024390243902439025,9.020562075079397e-17,123.0,0.005859788109825737,0.08969339235031648,10.472395499491792,0.917689330797115
41,2,0.04878048780487805,0.02439024390243888,0.024390243902439025,1.457167719820518e-16,123.0,0.023301803972534726,0.08969339235031648,10.472395499491792,0.917689330797115
41,3,0.07317073170731707,0.024390243902438824,0.024390243902439025,2.0122792321330962e-16,123.0,0.05191722151947218,0.08969339235031648,10.472395499491792,0.917689330797115
41,4,0.0975609756097561,0.024390243902438824,0.024390243902439025,2.0122792321330962e-16,123.0,0.09103531961664119,0.08969339235031648,10.472395499491792,0.917689330797115
41,5,0.12195121951219512,0.024390243902438602,0.024390243902439025,4.2327252813834093e-16,123.0,0.13973920319960645,0.08969339235031648,10.472395499491792,0.917689330797115
41,6,0.14634146341463414,0.024390243902438602,0.024390243902439025,4.2327252813834093e-16,123.0,0.196887294516681,0.08969339235031648,10.472395499491792,0.917689330797115
41,7,0.17073170731707318,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.2611400907438685,0.08969339235031648,10.472395499491792,0.917689330797115
41,8,0.1951219512195122,0.024390243902438602,0.024390243902439025,4.2327252813834093e-16,123.0,0.3309915607957487,0.08969339235031648,10.472395499491792,0.917689330797115
41,9,0.21951219512195122,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.40480444541766575,0.08969339235031648,10.472395499491792,0.917689330797115
41,10,0.24390243902439024,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.48084863315498216,0.08969339235031648,10.472395499491792,0.917689330797115
41,11,0.2682926829268293,0.024390243902437714,0.024390243902439025,1.3114509478384662e-15,123.0,0.5573417126992001,0.08969339235031648,10.472395499491792,0.917689330797115
41,12,0.2926829268292683,0.024390243902437714,0.024390243902439025,1.3114509478384662e-15,123.0,0.6324907510983308,0.08969339235031648,10.472395499491792,0.917689330797115
41,13,0.3170731707317073,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.70453431858567,0.08969339235031648,10.472395499491792,0.917689330797115
41,14,0.34146341463414637,0.02439024390243727,0.024390243902439025,1.7555401576885288e-15,123.0,0.7717837750006105,0.08969339235031648,10.472395499491792,0.917689330797115
41,15,0.36585365853658536,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.8326628500827826,0.08969339235031648,10.472395499491792,0.917689330797115
41,16,0.3902439024390244,0.024390243902437825,0.024390243902439025,1.2004286453759505e-15,123.0,0.8857445899109716,0.08969339235031648,10.472395499491792,0.917689330797115
41,17,0.4146341463414634,0.02439024390243638,0.024390243902439025,2.643718577388654e-15,123.0,0.9297848034936004,0.08969339235031648,10.472395499491792,0.917689330797115
41,18,0.43902439024390244,0.02439024390243727,0.024390243902439025,1.7555401576885288e-15,123.0,0.9637512255510473,0.08969339235031648,10.472395499491792,0.917689330797115
41,19,0.4634146341463415,0.02439024390243727,0.024390243902439025,1.7555401576885288e-15,123.0,0.9868477119388894,0.08969339235031648,10.472395499491792,0.917689330797115
41,20,0.4878048780487805,0.024390243902438158,0.024390243902439025,8.673617379884035e-16,123.0,0.9985329005918702,0.08969339235031648,10.472395499491792,0.917689330797115
42,1,0.023809523809523808,0.023809523809523725,0.023809523809523808,8.326672684688674e-17,126.0,0.0055845868874357255,0.08969640468978768,10.472249644774115,0.9176867939512728
42,5,0.11904761904761904,0.02380952380952328,0.023809523809523808,5.273559366969494e-16,126.0,0.1334740640850868,0.08969640468978768,10.472249644774115,0.9176867939512728
42,11,0.2619047619047619,0.023809523809522837,0.023809523809523808,9.71445146547012e-16,126.0,0.5373650467932122,0.08969640468978768,10.472249644774115,0.9176867939512728
42,13,0.30952380952380953,0.023809523809522837,0.023809523809523808,9.71445146547012e-16,126.0,0.6826705121831975,0.08969640468978768,10.472249644774115,0.9176867939512728
42,17,0.40476190476190477,0.02380952380952306,0.023809523809523808,7.494005416219807e-16,126.0,0.9131193871579973,0.08969640468978768,10.472249644774115,0.9176867939512728
42,19,0.4523809523809524,0.023809523809522837,0.023809523809523808,9.71445146547012e-16,126.0,0.9777864028930703,0.08969640468978768,10.472249644774115,0.9176867939512728
43,1,0.023255813953488372,0.023255813953488302,0.023255813953488372,6.938893903907228e-17,129.0,0.005328315962444902,0.08969920935047804,10.472113850076116,0.917684432015011
43,2,0.046511627906976744,0.02325581395348819,0.023255813953488372,1.8041124150158794e-16,129.0,0.02119970004579702,0.08969920935047804,10.472113850076116,0.917684432015011
43,3,0.06976744186046512,0.023255813953488136,0.023255813953488372,2.3592239273284576e-16,129.0,0.047275881253426695,0.08969920935047804,10.472113850076116,0.917684432015011
43,4,0.09302325581395349,0.02325581395348797,0.023255813953488372,4.0245584642661925e-16,129.0,0.08300109105506104,0.08969920935047804,10.472113850076116,0.917684432015011
43,5,0.11627906976744186,0.02325581395348797,0.023255813953488372,4.0245584642661925e-16,129.0,0.12761390862810906,0.08969920935047804,10.472113850076116,0.917684432015011
43,6,0.13953488372093023,0.02325581395348786,0.023255813953488372,5.134781488891349e-16,129.0,0.18016348922055433,0.08969920935047804,10.472113850076116,0.917684432015011
43,7,0.16279069767441862,0.023255813953487525,0.023255813953488372,8.465450562766819e-16,129.0,0.23952982975603485,0.08969920935047804,10.472113850076116,0.917684432015011
43,8,0.18604651162790697,0.02325581395348797,0.023255813953488372,4.0245584642661925e-16,129.0,0.30444763975492195,0.08969920935047804,10.472113850076116,0.917684432015011
43,9,0.20930232558139536,0.023255813953487525,0.023255813953488372,8.465450562766819e-16,129.0,0.3735333088041596,0.08969920935047804,10.472113850076116,0.917684432015011
43,10,0.23255813953488372,0.023255813953487525,0.023255813953488372,8.465450562766819e-16,129.0,0.4453143958110627,0.08969920935047804,10.472113850076116,0.917684432015011
43,11,0.2558139534883721,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.5182610115288295,0.08969920935047804,10.472113850076116,0.917684432015011
43,12,0.27906976744186046,0.023255813953487525,0.023255813953488372,8.465450562766819e-16,129.0,0.5908184254897182,0.08969920935047804,10.472113850076116,0.917684432015011
43,13,0.3023255813953488,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.661440202385723,0.08969920935047804,10.472113850076116,0.917684432015011
43,14,0.32558139534883723,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.7286211616523193,0.08969920935047804,10.472113850076116,0.917684432015011
43,15,0.3488372093023256,0.023255813953487525,0.023255813953488372,8.465450562766819e-16,129.0,0.7909294577789763,0.08969920935047804,10.472113850076116,0.917684432015011
43,16,0.37209302325581395,0.023255813953487303,0.023255813953488372,1.0685896612017132e-15,129.0,0.8470370976103169,0.08969920935047804,10.472113850076116,0.917684432015011
43,17,0.3953488372093023,0.02325581395348597,0.023255813953488372,2.400857290751901e-15,129.0,0.895748244214627,0.08969920935047804,10.472113850076116,0.917684432015011
43,18,0.4186046511627907,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.936024704071904,0.08969920935047804,10.472113850076116,0.917684432015011
43,19,0.4418604651162791,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.9670080543662739,0.08969920935047804,10.472113850076116,0.917684432015011
43,20,0.46511627906976744,0.023255813953486637,0.023255813953488372,1.734723475976807e-15,129.0,0.9880379387779635,0.08969920935047804,10.472113850076116,0.917684432015011
43,21,0.4883720930232558,0.02325581395348575,0.023255813953488372,2.6229018956769323e-15,129.0,0.9986661418317758,0.08969920935047804,10.472113850076116,0.917684432015011
44,1,0.022727272727272728,0.022727272727272707,0.022727272727272728,2.0816681711721685e-17,132.0,0.005089279059533634,0.08970182499268553,10.47198721100945,0.9176822292710324
44,3,0.06818181818181818,0.022727272727272485,0.022727272727272728,2.42861286636753e-16,132.0,0.04518400232274081,0.08970182499268553,10.47198721100945,0.9176822292710324
44,5,0.11363636363636363,0.022727272727272485,0.022727272727272728,2.42861286636753e-16,132.0,0.12212521282287084,0.08970182499268553,10.47198721100945,0.9176822292710324
44,7,0.1590909090909091,0.022727272727272263,0.022727272727272728,4.649058915617843e-16,132.0,0.22967959127220117,0.08970182499268553,10.47198721100945,0.9176822292710324
44,9,0.20454545454545456,0.022727272727271486,0.022727272727272728,1.2420620087993939e-15,132.0,0.3591337215792852,0.08970182499268553,10.47198721100945,0.9176822292710324
44,13,0.29545454545454547,0.022727272727271597,0.022727272727272728,1.1310397063368782e-15,132.0,0.6408662784207149,0.08970182499268553,10.47198721100945,0.9176822292710324
44,15,0.3409090909090909,0.022727272727271597,0.022727272727272728,1.1310397063368782e-15,132.0,0.7703204087277986,0.08970182499268553,10.47198721100945,0.9176822292710324
44,17,0.38636363636363635,0.022727272727271597,0.022727272727272728,1.1310397063368782e-15,132.0,0.8778747871771291,0.08970182499268553,10.47198721100945,0.9176822292710324
44,19,0.4318181818181818,0.02272727272727071,0.022727272727272728,2.0192181260370035e-15,132.0,0.9548159976772592,0.08970182499268553,10.47198721100945,0.9176822292710324
44,21,0.4772727272727273,0.02272727272726982,0.022727272727272728,2.9073965457371287e-15,132.0,0.9949107209404663,0.08970182499268553,10.47198721100945,0.9176822292710324
45,1,0.022222222222222223,0.022222222222222143,0.022222222222222223,7.979727989493313e-17,135.0,0.004865965629214842,0.089704268227069,10.471868922584374,0.9176801717285953
45,2,0.044444444444444446,0.02222222222222208,0.022222222222222223,1.4224732503009818e-16,135.0,0.019369152030840567,0.089704268227069,10.471868922584374,0.9176801717285953
45,4,0.08888888888888889,0.02222222222222192,0.022222222222222223,3.0184188481996443e-16,135.0,0.07597595192178701,0.089704268227069,10.471868922584374,0.9176801717285953
45,7,0.15555555555555556,0.0222222222222217,0.022222222222222223,5.238864897449957e-16,135.0,0.2204035482646266,0.089704268227069,10.471868922584374,0.9176801717285953
45,8,0.17777777777777778,0.022222222222221644,0.022222222222222223,5.793976409762536e-16,135.0,0.28081442660546124,0.089704268227069,10.471868922584374,0.9176801717285953
45,11,0.24444444444444444,0.022222222222221283,0.022222222222222223,9.402201239794294e-16,135.0,0.4825502516487495,0.089704268227069,10.471868922584374,0.9176801717285953
45,13,0.28888888888888886,0.022222222222220367,0.022222222222222223,1.8561541192951836e-15,135.0,0.6209609477998338,0.089704268227069,10.471868922584374,0.9176801717285953
45,14,0.3111111111111111,0.022222222222221255,0.022222222222222223,9.679756995950584e-16,135.0,0.6873032967079561,0.089704268227069,10.471868922584374,0.9176801717285953
45,16,0.35555555555555557,0.022222222222221255,0.022222222222222223,9.679756995950584e-16,135.0,0.8078307376628292,0.089704268227069,10.471868922584374,0.9176801717285953
45,17,0.37777777777777777,0.022222222222220367,0.022222222222222223,1.8561541192951836e-15,135.0,0.8596699001693254,0.089704268227069,10.471868922584374,0.9176801717285953
45,19,0.4222222222222222,0.022222222222220367,0.022222222222222223,1.8561541192951836e-15,135.0,0.9414737964294635,0.089704268227069,10.471868922584374,0.9176801717285953
45,22,0.4888888888888889,0.022222222222220422,0.022222222222222223,1.8006429680639258e-15,135.0,0.9987820251299122,0.089704268227069,10.471868922584374,0.9176801717285953
46,1,0.021739130434782608,0.021739130434782594,0.021739130434782608,1.3877787807814457e-17,138.0,0.004657026981834624,0.08970655387898963,10.471758266381466,0.9176782469008152
46,3,0.06521739130434782,0.021739130434782372,0.021739130434782608,2.3592239273284576e-16,138.0,0.04139434924727348,0.08970655387898963,10.471758266381466,0.9176782469008152
46,5,0.10869565217391304,0.02173913043478226,0.021739130434782608,3.469446951953614e-16,138.0,0.11214435464779007,0.08970655387898963,10.471758266381466,0.9176782469008152
46,7,0.15217391304347827,0.02173913043478226,0.021739130434782608,3.469446951953614e-16,138.0,0.21165983894256646,0.08970655387898963,10.471758266381466,0.9176782469008152
46,9,0.1956521739130435,0.021739130434782206,0.021739130434782608,4.0245584642661925e-16,138.0,0.332560193914507,0.08970655387898963,10.471758266381466,0.9176782469008152
46,11,0.2391304347826087,0.021739130434781373,0.021739130434782608,1.2351231148954867e-15,138.0,0.4658787933176644,0.08970655387898963,10.471758266381466,0.9176782469008152
46,13,0.2826086956521739,0.02173913043478093,0.021739130434782608,1.6792123247455493e-15,138.0,0.6017280065263169,0.08970655387898963,10.471758266381466,0.9176782469008152
46,15,0.32608695652173914,0.021739130434781373,0.021739130434782608,1.2351231148954867e-15,138.0,0.7300325188655761,0.08970655387898963,10.471758266381466,0.9176782469008152
46,17,0.3695652173913043,0.021739130434781373,0.021739130434782608,1.2351231148954867e-15,138.0,0.8412765716093269,0.08970655387898963,10.471758266381466,0.9176782469008152
46,19,0.41304347826086957,0.021739130434781373,0.021739130434782608,1.2351231148954867e-15,138.0,0.9272097022732444,0.08970655387898963,10.471758266381466,0.9176782469008152
46,21,0.45652173913043476,0.021739130434781373,0.021739130434782608,1.2351231148954867e-15,138.0,0.9814586436738997,0.08970655387898963,10.471758266381466,0.9176782469008152
47,1,0.02127659574468085,0.02127659574468077,0.02127659574468085,7.979727989493313e-17,141.0,0.00446125592260995,0.08970869521390501,10.471654599614856,0.9176764436147813
47,2,0.0425531914893617,0.021276595744680715,0.02127659574468085,1.3530843112619095e-16,141.0,0.017765412472811708,0.08970869521390501,10.471654599614856,0.9176764436147813
47,3,0.06382978723404255,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.0396750566617856,0.08970869521390501,10.471654599614856,0.9176764436147813
47,4,0.0851063829787234,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.0697992103699303,0.08970869521390501,10.471654599614856,0.9176764436147813
47,5,0.10638297872340426,0.021276595744680327,0.02127659574468085,5.238864897449957e-16,141.0,0.1076003073606695,0.08970869521390501,10.471654599614856,0.9176764436147813
47,6,0.1276595744680851,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.15240378616267883,0.08970869521390501,10.471654599614856,0.9176764436147813
47,7,0.14893617021276595,0.021276595744680105,0.02127659574468085,7.4593109467002705e-16,141.0,0.20341012763532235,0.08970869521390501,10.471654599614856,0.9176764436147813
47,8,0.1702127659574468,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.2597091224066581,0.08970869521390501,10.471654599614856,0.9176764436147813
47,9,0.19148936170212766,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.3202961135812436,0.08970869521390501,10.471654599614856,0.9176764436147813
47,10,0.2127659574468085,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.38408992486623583,0.08970869521390501,10.471654599614856,0.9176764436147813
47,11,0.23404255319148937,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.44995215418795087,0.08970869521390501,10.471654599614856,0.9176764436147813
47,12,0.2553191489361702,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.5167074885038372,0.08970869521390501,10.471654599614856,0.9176764436147813
47,13,0.2765957446808511,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.5831646772915651,0.08970869521390501,10.471654599614856,0.9176764436147813
47,14,0.2978723404255319,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.6481377904428168,0.08970869521390501,10.471654599614856,0.9176764436147813
47,15,0.3191489361702128,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.7104673812141674,0.08970869521390501,10.471654599614856,0.9176764436147813
47,16,0.3404255319148936,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.7690411765816862,0.08970869521390501,10.471654599614856,0.9176764436147813
47,17,0.3617021276595745,0.02127659574467966,0.02127659574468085,1.1900203045200897e-15,141.0,0.8228139257794012,0.08970869521390501,10.471654599614856,0.9176764436147813
47,18,0.3829787234042553,0.021276595744678772,0.02127659574468085,2.078198724220215e-15,141.0,0.8708260528239787,0.08970869521390501,10.471654599614856,0.9176764436147813
47,19,0.40425531914893614,0.021276595744678772,0.02127659574468085,2.078198724220215e-15,141.0,0.9122207801708802,0.08970869521390501,10.471654599614856,0.9176764436147813
47,20,0.425531914893617,0.021276595744678772,0.02127659574468085,2.078198724220215e-15,141.0,0.9462594179299406,0.08970869521390501,10.471654599614856,0.9176764436147813
