row\col,1,2,3,4,5,6,7,8,9
1,0,0.222222222222,0.444444444444,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.444444444444,0.222222222222
2,0.222222222222,0,0.222222222222,0.444444444444,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.444444444444
3,0.444444444444,0.222222222222,0,0.222222222222,0.444444444444,0.333333333333,0.111111111111,0.111111111111,0.333333333333
4,0.333333333333,0.444444444444,0.222222222222,0,0.222222222222,0.444444444444,0.333333333333,0.111111111111,0.111111111111
5,0.111111111111,0.333333333333,0.444444444444,0.222222222222,0,0.222222222222,0.444444444444,0.333333333333,0.111111111111
6,0.111111111111,0.111111111111,0.333333333333,0.444444444444,0.222222222222,0,0.222222222222,0.444444444444,0.333333333333
7,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.444444444444,0.222222222222,0,0.222222222222,0.444444444444
8,0.444444444444,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.444444444444,0.222222222222,0,0.222222222222
9,0.222222222222,0.444444444444,0.333333333333,0.111111111111,0.111111111111,0.333333333333,0.444444444444,0.222222222222,0
