tau_0,M,F_min,finite_noise,finite_ER_sum_dB,finite_eta_sort,large_M_noise,large_M_ER_sum_dB,large_M_eta_sort
4.0,23,92.0,0.05077636694089249,12.943383762068429,0.9516772849690969,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,24,96.0,0.05078509516631047,12.942637293857647,0.9516693799712942,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,25,100.0,0.05079279735587727,12.941978682352566,0.9516624043449025,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,26,104.0,0.050799628238124894,12.941394659586344,0.9516562179192044,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,27,108.0,0.05080571443898063,12.940874371306037,0.95165070598602,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,28,112.0,0.0508111603911332,12.94040886850942,0.951645773944559,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,29,116.0,0.05081605284301749,12.939990719710423,0.951641343215558,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,30,120.0,0.050820464334149884,12.939613712250866,0.9516373480922337,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,31,124.0,0.050824455899023624,12.939272620025946,0.9516337332903608,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,32,128.0,0.05082807918923127,12.938963021265263,0.9516304520255608,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,33,132.0,0.05083137815257599,12.93868115441006,0.9516274644920286,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,34,136.0,0.05083439037182225,12.938423803245298,0.9516247366496682,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,35,140.0,0.05083714813968032,12.938188204693144,0.9516222392502222,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,36,144.0,0.05083967932779365,12.937971974297707,0.9516199470500438,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,37,148.0,0.05084200809364714,12.93777304562419,0.9516178381697163,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,38,152.0,0.050844155459047524,12.937589620679915,0.9516158935700252,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,39,156.0,0.05084613978613861,12.937420129126373,0.9516140966207608,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,40,160.0,0.05084797717119893,12.937263194543176,0.9516124327440039,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,41,164.0,0.050849681772073385,12.937117606382863,0.9516108891175336,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,42,168.0,0.050851266081694435,12.936982296547384,0.9516094544270729,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,43,172.0,0.05085274115760119,12.936856319736021,0.9516081186583929,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,44,176.0,0.050854116815418404,12.93673883688168,0.9516068729220662,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,45,180.0,0.05085540179250603,12.936629101142842,0.9516057093052394,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,46,184.0,0.050856603887070584,12.936526445997533,0.9516046207456333,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,47,188.0,0.05085773007673966,12.936430275096185,0.9516036009241463,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,48,192.0,0.05085878662001897,12.936340053580347,0.9516026441729615,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,49,196.0,0.050859779143457295,12.936255300625131,0.9516017453966005,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,50,200.0,0.05086071271666692,12.936175583021331,0.9516009000039761,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,51,204.0,0.05086159191722195,12.936100509624024,0.9516001038496149,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,52,208.0,0.050862420886854665,12.936029726545922,0.9515993531827598,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,53,212.0,0.050863203380319355,12.93596291297829,0.9515986446031155,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,54,216.0,0.05086394280798334,12.935899777548608,0.9515979750222743,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,55,220.0,0.05086464227305365,12.935840055137238,0.9515973416300012,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,56,224.0,0.0508653046041887,12.935783504088903,0.9515967418646986,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,57,228.0,0.05086593238412629,12.935729903764985,0.9515961733874791,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,58,232.0,0.05086652797490587,12.935679052387139,0.9515956340593231,0.0508833552996264,12.934242586004522,0.9515803965844348
