tau_0,best_k,best_k_rational_hint,best_L_over_R,s_min_star,F_min,limiting_mode_i,limiting_mode_j,eta_sort_infty_lower_bound,ER_sum_infty_lower_bound_dB
3.0,0.2413793103448276,7/29,0.4729305457072911,0.03448275862068906,87.0000000000015,15,40,0.9176354119763391,10.469296343529393
5.0,0.2413793103448276,7/29,0.4729305457072911,0.03448275862068906,145.0000000000025,15,40,0.9683502173304577,14.856617221793444
