dataset_key,method,scan_direction,fsr_ghz,fsr_err_ghz,peak1_lambda_nm,peak2_lambda_nm,peak1_nu_ghz,peak2_nu_ghz
0p88mm_raw,A_direct_l0_adjacent_modes,Falling,9.912504771724343,0.0026103609461879383,794.9748050474635,794.9957018987484,377109.38270817406,377099.47020340234
0p88mm_raw,A_direct_l0_adjacent_modes,Rising,9.918444807466585,0.0004537273404765333,794.9747300653657,794.9956394354047,377109.4182771696,377099.4998323621
0p88mm_raw,A_direct_l0_adjacent_modes,combined,9.915474789595464,0.004200239553829707,,,,
0p88mm_raw,B_global_merged,merged,9.894893840016273,0.009020809276334528,,,,
0p88mm_raw,B_global_rising,rising,9.90333044610847,0.009237322393421317,,,,
0p88mm_raw,B_global_falling,falling,9.943492345266852,0.010031201323869587,,,,
0p88mm_raw,recommended,A_direct,9.915474789595464,0.004200239553829707,,,,
0p88mm_raw,A_minus_B,difference,0.0205809495791911,,,,,
