scenario,N,tau0,finesse_nominal,finesse_nominal_ceiling,finesse_actual,finesse_actual_ceiling,finesse_scale,finesse_relative_error,rho_nominal,rho_actual,reflectivity_nominal,reflectivity_actual,reflectivity_abs_error,rho_crosses_1p00,rho_crosses_1p05,rho_crosses_1p10,math_optimal_branches,geometry_engineering_branches,geometry_warning_branches,w0_experimental_ok_branches,w0_high_risk_branches,final_engineering_branches,geometry_warning_branch_list,w0_experimental_ok_branch_list,w0_high_risk_branch_list,final_branch_list,max_final_platform_width_L_mm,mean_final_platform_width_L_mm
CURRENT_PLATFORM,50,4.000000000000,230.000000000000,230,241.500000000000,242,1.050000000000,0.050000000000,1.150000000000,1.207500000000,0.986433868447,0.987075672282,0.000641803835,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,230.000000000000,230,253.000000000000,253,1.100000000000,0.100000000000,1.150000000000,1.265000000000,0.986433868447,0.987659493847,0.001225625401,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,216.000000000000,216,0.900000000000,-0.100000000000,1.200000000000,1.080000000000,0.986995423896,0.985560974919,-0.001434448977,yes,yes,no,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,228.000000000000,228,0.950000000000,-0.050000000000,1.200000000000,1.140000000000,0.986995423896,0.986315687102,-0.000679736794,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,235.200000000000,236,0.980000000000,-0.020000000000,1.200000000000,1.176000000000,0.986995423896,0.986731796712,-0.000263627184,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,240.000000000000,240,1.000000000000,0.000000000000,1.200000000000,1.200000000000,0.986995423896,0.986995423896,0.000000000000,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,244.800000000000,245,1.020000000000,0.020000000000,1.200000000000,1.224000000000,0.986995423896,0.987248779321,0.000253355425,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,252.000000000000,252,1.050000000000,0.050000000000,1.200000000000,1.260000000000,0.986995423896,0.987610828823,0.000615404927,yes,yes,yes,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,4.000000000000,240.000000000000,240,264.000000000000,264,1.100000000000,0.100000000000,1.200000000000,1.320000000000,0.986995423896,0.988170621855,0.001175197959,yes,yes,yes,10,7,7,0,10,1,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",17,0.114356021,0.114356021
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,42.525000000000,43,0.900000000000,-0.100000000000,1.050000000000,0.945000000000,0.935684911299,0.928802106230,-0.006882805069,no,no,no,3,2,2,0,3,0,"2,4",-,"1,2,4",-,0.000000000,0.000000000
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,44.887500000000,45,0.950000000000,-0.050000000000,1.050000000000,0.997500000000,0.935684911299,0.932418189369,-0.003266721930,no,no,no,3,2,2,0,3,0,"2,4",-,"1,2,4",-,0.000000000,0.000000000
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,46.305000000000,47,0.980000000000,-0.020000000000,1.050000000000,1.029000000000,0.935684911299,0.934416843794,-0.001268067506,yes,no,no,3,2,2,0,3,1,"2,4",-,"1,2,4",2,0.109000920,0.109000920
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,47.250000000000,48,1.000000000000,0.000000000000,1.050000000000,1.050000000000,0.935684911299,0.935684911299,0.000000000000,yes,yes,no,3,2,2,0,3,1,"2,4",-,"1,2,4",2,0.184183826,0.184183826
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,48.195000000000,49,1.020000000000,0.020000000000,1.050000000000,1.071000000000,0.935684911299,0.936904898561,0.001219987262,yes,yes,no,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.256425185,0.190363331
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,49.612500000000,50,1.050000000000,0.050000000000,1.050000000000,1.102500000000,0.935684911299,0.938650542251,0.002965630952,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.359637395,0.266158846
CURRENT_PLATFORM,9,5.000000000000,47.250000000000,48,51.975000000000,52,1.100000000000,0.100000000000,1.050000000000,1.155000000000,0.935684911299,0.941354855828,0.005669944528,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.519166938,0.382375136
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,44.550000000000,45,0.900000000000,-0.100000000000,1.100000000000,0.990000000000,0.938515533873,0.931924244553,-0.006591289320,no,no,no,3,2,2,0,3,0,"2,4",-,"1,2,4",-,0.000000000,0.000000000
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,47.025000000000,48,0.950000000000,-0.050000000000,1.100000000000,1.045000000000,0.938515533873,0.935387456244,-0.003128077629,yes,no,no,3,2,2,0,3,1,"2,4",-,"1,2,4",2,0.166556538,0.166556538
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,48.510000000000,49,0.980000000000,-0.020000000000,1.100000000000,1.078000000000,0.938515533873,0.937301345886,-0.001214187986,yes,yes,no,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.279881495,0.207630582
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,49.500000000000,50,1.000000000000,0.000000000000,1.100000000000,1.100000000000,0.938515533873,0.938515533873,0.000000000000,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.351661512,0.260318587
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,50.490000000000,51,1.020000000000,0.020000000000,1.100000000000,1.122000000000,0.938515533873,0.939683611707,0.001168077834,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.420631433,0.310727099
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,51.975000000000,52,1.050000000000,0.050000000000,1.100000000000,1.155000000000,0.938515533873,0.941354855828,0.002839321955,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.519166938,0.382375136
CURRENT_PLATFORM,9,5.000000000000,49.500000000000,50,54.450000000000,55,1.100000000000,0.100000000000,1.100000000000,1.210000000000,0.938515533873,0.943943624035,0.005428090163,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.671461908,0.492256703
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,46.575000000000,47,0.900000000000,-0.100000000000,1.150000000000,1.035000000000,0.941107612400,0.934784219646,-0.006323392754,yes,no,no,3,2,2,0,3,1,"2,4",-,"1,2,4",2,0.130792282,0.130792282
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,49.162500000000,50,0.950000000000,-0.050000000000,1.150000000000,1.092500000000,0.941107612400,0.938106921665,-0.003000690735,yes,yes,no,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.327515231,0.242620394
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,50.715000000000,51,0.980000000000,-0.020000000000,1.150000000000,1.127000000000,0.941107612400,0.939942923946,-0.001164688454,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.435931464,0.321880705
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,51.750000000000,52,1.000000000000,0.000000000000,1.150000000000,1.150000000000,0.941107612400,0.941107612400,0.000000000000,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.504600351,0.371810740
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,52.785000000000,53,1.020000000000,0.020000000000,1.150000000000,1.173000000000,0.941107612400,0.942228006815,0.001120394416,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.570579577,0.419586023
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,54.337500000000,55,1.050000000000,0.050000000000,1.150000000000,1.207500000000,0.941107612400,0.943830918831,0.002723306431,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.664840131,0.487500723
CURRENT_PLATFORM,9,5.000000000000,51.750000000000,52,56.925000000000,57,1.100000000000,0.100000000000,1.150000000000,1.265000000000,0.941107612400,0.946313589017,0.005205976617,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.810522934,0.591679026
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,48.600000000000,49,0.900000000000,-0.100000000000,1.200000000000,1.080000000000,0.943490068688,0.937413703618,-0.006076365070,yes,yes,no,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.286527562,0.212518591
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,51.300000000000,52,0.950000000000,-0.050000000000,1.200000000000,1.140000000000,0.943490068688,0.940606821250,-0.002883247438,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.475084325,0.350375134
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,52.920000000000,53,0.980000000000,-0.020000000000,1.200000000000,1.176000000000,0.943490068688,0.942371011585,-0.001119057104,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.578995497,0.425665913
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,54.000000000000,54,1.000000000000,0.000000000000,1.200000000000,1.200000000000,0.943490068688,0.943490068688,0.000000000000,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.644809378,0.473101973
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,55.080000000000,56,1.020000000000,0.020000000000,1.200000000000,1.224000000000,0.943490068688,0.944566511127,0.001076442439,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.708044316,0.518495855
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,56.700000000000,57,1.050000000000,0.050000000000,1.200000000000,1.260000000000,0.943490068688,0.946106447145,0.002616378457,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.798382463,0.583033847
CURRENT_PLATFORM,9,5.000000000000,54.000000000000,54,59.400000000000,60,1.100000000000,0.100000000000,1.200000000000,1.320000000000,0.943490068688,0.948491356064,0.005001287376,yes,yes,yes,3,2,2,0,3,2,"2,4",-,"1,2,4","2,4",0.937999115,0.682052689
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,56.700000000000,57,0.900000000000,-0.100000000000,1.050000000000,0.945000000000,0.951361288534,0.946106447145,-0.005254841389,no,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,59.850000000000,60,0.950000000000,-0.050000000000,1.050000000000,0.997500000000,0.951361288534,0.948868477159,-0.002492811375,no,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,61.740000000000,62,0.980000000000,-0.020000000000,1.050000000000,1.029000000000,0.951361288534,0.950393901869,-0.000967386666,yes,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,63.000000000000,63,1.000000000000,0.000000000000,1.050000000000,1.050000000000,0.951361288534,0.951361288534,0.000000000000,yes,yes,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,64.260000000000,65,1.020000000000,0.020000000000,1.050000000000,1.071000000000,0.951361288534,0.952291677547,0.000930389013,yes,yes,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,66.150000000000,67,1.050000000000,0.050000000000,1.050000000000,1.102500000000,0.951361288534,0.953622402548,0.002261114014,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.104562656,0.104562656
CURRENT_PLATFORM,12,5.000000000000,63.000000000000,63,69.300000000000,70,1.100000000000,0.100000000000,1.050000000000,1.155000000000,0.951361288534,0.955682679373,0.004321390839,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.151090698,0.151090698
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,59.400000000000,60,0.900000000000,-0.100000000000,1.100000000000,0.990000000000,0.953519506742,0.948491356064,-0.005028150678,no,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,62.700000000000,63,0.950000000000,-0.050000000000,1.100000000000,1.045000000000,0.953519506742,0.951134395522,-0.002385111220,yes,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,64.680000000000,65,0.980000000000,-0.020000000000,1.100000000000,1.078000000000,0.953519506742,0.952593949926,-0.000925556816,yes,yes,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,66.000000000000,66,1.000000000000,0.000000000000,1.100000000000,1.100000000000,0.953519506742,0.953519506742,0.000000000000,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.102238801,0.102238801
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,67.320000000000,68,1.020000000000,0.020000000000,1.100000000000,1.122000000000,0.953519506742,0.954409624370,0.000890117628,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.122341340,0.122341340
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,69.300000000000,70,1.050000000000,0.050000000000,1.100000000000,1.155000000000,0.953519506742,0.955682679373,0.002163172631,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.151090698,0.151090698
CURRENT_PLATFORM,12,5.000000000000,66.000000000000,66,72.600000000000,73,1.100000000000,0.100000000000,1.100000000000,1.210000000000,0.953519506742,0.957653506579,0.004133999836,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.195593940,0.195593940
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,62.100000000000,63,0.900000000000,-0.100000000000,1.150000000000,1.035000000000,0.955494380506,0.950674201240,-0.004820179266,yes,no,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,65.550000000000,66,0.950000000000,-0.050000000000,1.150000000000,1.092500000000,0.955494380506,0.953208062296,-0.002286318209,yes,yes,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,67.620000000000,68,0.980000000000,-0.020000000000,1.150000000000,1.127000000000,0.955494380506,0.954607191160,-0.000887189346,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.126803103,0.126803103
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,69.000000000000,69,1.000000000000,0.000000000000,1.150000000000,1.150000000000,0.955494380506,0.955494380506,0.000000000000,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.146838468,0.146838468
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,70.380000000000,71,1.020000000000,0.020000000000,1.150000000000,1.173000000000,0.955494380506,0.956347563617,0.000853183111,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.166105000,0.166105000
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,72.450000000000,73,1.050000000000,0.050000000000,1.150000000000,1.207500000000,0.955494380506,0.957567733058,0.002073352552,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.193657194,0.193657194
CURRENT_PLATFORM,12,5.000000000000,69.000000000000,69,75.900000000000,76,1.100000000000,0.100000000000,1.150000000000,1.265000000000,0.955494380506,0.959456545330,0.003962164825,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.236303680,0.236303680
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,64.800000000000,65,0.900000000000,-0.100000000000,1.200000000000,1.080000000000,0.957308315433,0.952679611421,-0.004628704012,yes,yes,no,2,1,1,0,2,0,5,-,"1,5",-,0.000000000,0.000000000
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,68.400000000000,69,0.950000000000,-0.050000000000,1.200000000000,1.140000000000,0.957308315433,0.955112942582,-0.002195372851,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.138224579,0.138224579
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,70.560000000000,71,0.980000000000,-0.020000000000,1.200000000000,1.176000000000,0.957308315433,0.956456443377,-0.000851872056,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.168563652,0.168563652
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,72.000000000000,72,1.000000000000,0.000000000000,1.200000000000,1.200000000000,0.957308315433,0.957308315433,0.000000000000,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.187799546,0.187799546
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,73.440000000000,74,1.020000000000,0.020000000000,1.200000000000,1.224000000000,0.957308315433,0.958127503213,0.000819187780,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.206296485,0.206296485
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,75.600000000000,76,1.050000000000,0.050000000000,1.200000000000,1.260000000000,0.957308315433,0.959299000611,0.001990685178,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.232746764,0.232746764
CURRENT_PLATFORM,12,5.000000000000,72.000000000000,72,79.200000000000,80,1.100000000000,0.100000000000,1.200000000000,1.320000000000,0.957308315433,0.961112343794,0.003804028361,yes,yes,yes,2,1,1,0,2,1,5,-,"1,5",5,0.273684551,0.273684551
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,141.750000000000,142,0.900000000000,-0.100000000000,1.050000000000,0.945000000000,0.980251321813,0.978081325432,-0.002169996380,no,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,149.625000000000,150,0.950000000000,-0.050000000000,1.050000000000,0.997500000000,0.980251321813,0.979222826157,-0.001028495656,no,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,154.350000000000,155,0.980000000000,-0.020000000000,1.050000000000,1.029000000000,0.980251321813,0.979852388556,-0.000398933256,yes,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,157.500000000000,158,1.000000000000,0.000000000000,1.050000000000,1.050000000000,0.980251321813,0.980251321813,0.000000000000,yes,yes,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,160.650000000000,161,1.020000000000,0.020000000000,1.050000000000,1.071000000000,0.980251321813,0.980634764381,0.000383442568,yes,yes,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,165.375000000000,166,1.050000000000,0.050000000000,1.050000000000,1.102500000000,0.980251321813,0.981182800950,0.000931479137,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,157.500000000000,158,173.250000000000,174,1.100000000000,0.100000000000,1.050000000000,1.155000000000,0.980251321813,0.982030371890,0.001779050078,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,148.500000000000,149,0.900000000000,-0.100000000000,1.100000000000,0.990000000000,0.981140441700,0.979067088134,-0.002073353566,no,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,156.750000000000,157,0.950000000000,-0.050000000000,1.100000000000,1.045000000000,0.981140441700,0.980157777359,-0.000982664341,yes,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,161.700000000000,162,0.980000000000,-0.020000000000,1.100000000000,1.078000000000,0.981140441700,0.980759291132,-0.000381150569,yes,yes,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,165.000000000000,165,1.000000000000,0.000000000000,1.100000000000,1.100000000000,0.981140441700,0.981140441700,0.000000000000,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,168.300000000000,169,1.020000000000,0.020000000000,1.100000000000,1.122000000000,0.981140441700,0.981506785378,0.000366343678,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,173.250000000000,174,1.050000000000,0.050000000000,1.100000000000,1.155000000000,0.981140441700,0.982030371890,0.000889930190,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,165.000000000000,165,181.500000000000,182,1.100000000000,0.100000000000,1.100000000000,1.210000000000,0.981140441700,0.982840102962,0.001699661262,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,155.250000000000,156,0.900000000000,-0.100000000000,1.150000000000,1.035000000000,0.981952954475,0.979968004588,-0.001984949888,yes,no,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,163.875000000000,164,0.950000000000,-0.050000000000,1.150000000000,1.092500000000,0.981952954475,0.981012211970,-0.000940742505,yes,yes,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,169.050000000000,170,0.980000000000,-0.020000000000,1.150000000000,1.127000000000,0.981952954475,0.981588069235,-0.000364885241,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,172.500000000000,173,1.000000000000,0.000000000000,1.150000000000,1.150000000000,0.981952954475,0.981952954475,0.000000000000,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,175.950000000000,176,1.020000000000,0.020000000000,1.150000000000,1.173000000000,0.981952954475,0.982303658836,0.000350704361,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,181.125000000000,182,1.050000000000,0.050000000000,1.150000000000,1.207500000000,0.981952954475,0.982804883322,0.000851928847,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,172.500000000000,173,189.750000000000,190,1.100000000000,0.100000000000,1.150000000000,1.265000000000,0.981952954475,0.983580008250,0.001627053775,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,162.000000000000,162,0.900000000000,-0.100000000000,1.200000000000,1.080000000000,0.982698351630,0.980794576600,-0.001903775031,yes,yes,no,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,171.000000000000,171,0.950000000000,-0.050000000000,1.200000000000,1.140000000000,0.982698351630,0.981796101143,-0.000902250488,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,176.400000000000,177,0.980000000000,-0.020000000000,1.200000000000,1.176000000000,0.982698351630,0.982348400582,-0.000349951048,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,180.000000000000,180,1.000000000000,0.000000000000,1.200000000000,1.200000000000,0.982698351630,0.982698351630,0.000000000000,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,183.600000000000,184,1.020000000000,0.020000000000,1.200000000000,1.224000000000,0.982698351630,0.983034697049,0.000336345419,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,189.000000000000,189,1.050000000000,0.050000000000,1.200000000000,1.260000000000,0.982698351630,0.983515391065,0.000817039434,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,30,5.000000000000,180.000000000000,180,198.000000000000,198,1.100000000000,0.100000000000,1.200000000000,1.320000000000,0.982698351630,0.984258746108,0.001560394478,yes,yes,yes,4,3,3,0,4,0,"7,11,13",-,"1,7,11,13",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,5.000000000000,262.500000000000,263,236.250000000000,237,0.900000000000,-0.100000000000,1.050000000000,0.945000000000,0.988103429890,0.986790374425,-0.001313055466,no,no,no,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,5.000000000000,262.500000000000,263,249.375000000000,250,0.950000000000,-0.050000000000,1.050000000000,0.997500000000,0.988103429890,0.987481237910,-0.000622191980,no,no,no,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
CURRENT_PLATFORM,50,5.000000000000,262.500000000000,263,257.250000000000,258,0.980000000000,-0.020000000000,1.050000000000,1.029000000000,0.988103429890,0.987862125112,-0.000241304778,yes,no,no,10,7,7,0,10,0,"7,9,11,13,17,19,21",-,"1,3,7,9,11,13,17,19,21,23",-,0.000000000,0.000000000
