mode,pos,selected
1,0.28071999999999997,True
4,0.12287999999999988,False
6,0.6843199999999998,False
10,0.8071999999999999,True
15,0.21079999999999988,False
18,0.052959999999999674,True
22,0.1758399999999991,True
27,0.5794399999999991,True
31,0.7023199999999985,True
37,0.3866399999999981,True
40,0.22879999999999967,False
46,0.9131199999999993,True
