mode,pos,background_leakage_raw_sum,ER_sum_dB,separation_efficiency
1,0.25332666666666664,0.049509542786980276,13.053110842928016,0.952826019422837
4,0.013306666666666578,0.03712691579363825,14.303111269773952,0.9642021480416139
6,0.5199599999999998,0.03994671612832379,13.985189166244984,0.9615877279972154
15,0.7998999999999996,0.03045196276423745,15.163847099208938,0.9704479550094227
37,0.3730866666666657,0.04417590957202444,13.54814499703612,0.957693038915128
40,0.13306666666666622,0.04840176922636363,13.151387633307156,0.9538328047060811
46,0.6530266666666655,0.038466870281050225,14.149131470688621,0.9629580188045483
