,in_1,in_10,in_18,in_22,in_27,in_31,in_37,in_46
out_1,0.9477809880869089,0.0023056403965923504,0.003147297627034596,0.005363126145919685,0.010974211886635624,0.004533221644395974,0.023132325023213638,0.002662907818200531
out_10,0.0022924015553650494,0.9532545151791285,0.006604477177903349,0.0034679453621692525,0.0031292415651541835,0.00535690578093532,0.0024005992721620752,0.023159090720544888
out_18,0.0031296109167872972,0.006605289483689921,0.9531372857737151,0.02327321616145926,0.0022921310098305545,0.0023993653560657768,0.005367969530696047,0.003464119169097167
out_22,0.005378242902288158,0.003497804445728418,0.02347071231113063,0.9451170373230852,0.0026679589015898954,0.0022833069028800348,0.015305651800731221,0.0025105166565237984
out_27,0.010975507198294418,0.0031476847232430735,0.002305356853374368,0.0026607740257508115,0.9476691325032285,0.02324622296850688,0.004526175551943742,0.0053741806420997745
out_31,0.004551277944861462,0.0054093027764618865,0.0024225360858753948,0.0022859582473105876,0.023336060719801287,0.9440208533503135,0.002856517924164606,0.015323361496715619
out_37,0.02322184758791132,0.0024238069860995507,0.005419197673839241,0.015321698531222595,0.00454315570348205,0.0028561961752342313,0.94412719678094,0.0022862063575103233
out_46,0.0026701238075833174,0.023355956009056045,0.00349313649712726,0.002510244203082735,0.005388107710278014,0.015303927821668197,0.00228356411614854,0.9452196171393078
