detuning_from_l0_peak_mhz,T_l0_exp_rising_smooth,T_l9_exp_rising_smooth,T_overlap_min_exp_rising_smooth
-485.69361652000225,0.09071789183697444,0.07539861943510229,0.07539861943510229
-485.2427302450087,0.09086426010086622,0.07551177960252758,0.07551177960252758
-484.7918439700152,0.091010628364758,0.07562493976995288,0.07562493976995288
-484.34095769502164,0.09115699662864978,0.07573809993737816,0.07573809993737816
-483.8900714200281,0.09130336489254154,0.07585187388572893,0.07585187388572893
-483.43918514503457,0.09144973315643332,0.07596742946800193,0.07596742946800193
-482.98829887004104,0.09159610142032511,0.07608609757120828,0.07608609757120828
-482.5374125950475,0.09174246968421688,0.07620703038297418,0.07620703038297418
-482.08652632005396,0.09188883794810865,0.07633022790329963,0.07633022790329963
-481.6356400450604,0.09203520621200043,0.0764557098074771,0.0764557098074771
-481.1847537700669,0.09218157447589222,0.07658448081033027,0.07658448081033027
-480.73386749507335,0.092327942739784,0.076715516521743,0.076715516521743
-480.2829812200798,0.09247431100367577,0.07684881694171528,0.07684881694171528
-479.8320949450863,0.09262067926756753,0.07698438207024709,0.07698438207024709
-479.38120867009275,0.09276704753145933,0.07712309907029717,0.07712309907029717
-478.9303223950992,0.0929134157953511,0.0772642376813567,0.0772642376813567
-478.4794361201057,0.09305978405924287,0.0774066437152085,0.0774066437152085
-478.02854984511214,0.09320615232313463,0.07754958284834719,0.07754958284834719
-477.5776635701186,0.09335252058702642,0.07769252198148588,0.07769252198148588
-477.12677729512507,0.09349888885091821,0.07783546111462455,0.07783546111462455
-476.67589102013153,0.09364525711480998,0.07797840024776324,0.07797840024776324
-476.225004745138,0.09379162537870174,0.07812133938090192,0.07812133938090192
-475.77411847014446,0.09393799364259353,0.07826427851404061,0.07826427851404061
-475.3232321951509,0.09408436190648531,0.07840721764717928,0.07840721764717928
-474.8723459201574,0.09423073017037709,0.07855015678031797,0.07855015678031797
-474.42145964516385,0.09437709843426886,0.07869309591345666,0.07869309591345666
-473.9705733701703,0.09452346669816063,0.07883603504659534,0.07883603504659534
-473.5196870951768,0.0946698748300202,0.07897897417973404,0.07897897417973404
-473.06880082018324,0.09481795614766503,0.07912191331287272,0.07912191331287272
-472.6179145451897,0.09497094826561069,0.07926485244601142,0.07926485244601142
-472.16702827019617,0.09512868969644714,0.07940779157915011,0.07940779157915011
-471.71614199520263,0.09529118044017446,0.0795507307122888,0.0795507307122888
-471.2652557202091,0.09546007821492171,0.07969366984542747,0.07969366984542747
-470.81436944521556,0.09563425709057398,0.07983660897856615,0.07983660897856615
-470.363483170222,0.09581318527911707,0.07997954811170485,0.07997954811170485
-469.9125968952285,0.09599686278055099,0.08012248724484353,0.08012248724484353
-469.46171062023495,0.09618657701240069,0.08026542637798222,0.08026542637798222
-469.0108243452414,0.09638194264575957,0.08040836551112089,0.08040836551112089
-468.5599380702479,0.09658205759200929,0.08055130464425958,0.08055130464425958
-468.10905179525435,0.09678660772404515,0.08069424377739827,0.08069424377739827
-467.6581655202608,0.09699542535924416,0.08083718291053697,0.08083718291053697
-467.2072792452673,0.09720424299444315,0.08098012204367565,0.08098012204367565
-466.75639297027374,0.09741306062964215,0.08112306117681431,0.08112306117681431
-466.3055066952802,0.09762187826484114,0.08126600030995301,0.08126600030995301
-465.85462042028666,0.09783069590004013,0.0814089394430917,0.0814089394430917
-465.40373414529313,0.09803951353523914,0.08155187857623039,0.08155187857623039
-464.9528478702996,0.09824833117043813,0.08169481770936908,0.08169481770936908
-464.50196159530606,0.09845714880563712,0.08183775684250777,0.08183775684250777
-464.0510753203125,0.09866596644083615,0.08198069597564644,0.08198069597564644
-463.600189045319,0.09887478407603513,0.08212363510878513,0.08212363510878513
-463.14930277032545,0.09908360171123416,0.08226657424192382,0.08226657424192382
