mode_pair,nu_l0_ghz,nu_l9_ghz,delta_nu_mhz,delta_pos_fsr,fwhm_l0_mhz,fwhm_l9_mhz,delta_over_fwhm_l0,delta_over_fwhm_l9,relative_transmission_l9_at_l0_peak,relative_transmission_l0_at_l9_peak,single_peak_area_l0_mhz,single_peak_area_l9_mhz,overlap_area_mhz,overlap_over_area_l0,overlap_over_area_l9
l0_vs_l9,377109.4019776808,377109.42490963486,22.931954085826874,0.002312743925272232,309.0311274061933,307.76342636224297,0.07420596843529262,0.07451162848322192,0.9782745462631836,0.9784485905585953,485.4249597949342,483.43365965162286,423.61468115291814,0.8726676958100227,0.8762622806574699
