detuning_from_l0_peak_mhz,T_l0_exp_rising_raw,T_l9_exp_rising_raw,T_overlap_min_exp_rising_raw
171.69857242057333,0.41510288899614123,0.3992434333214696,0.3992434333214696
172.14945869556686,0.41385580521767756,0.3981220965007711,0.3981220965007711
172.6003449705604,0.41260872143921395,0.39700075968007265,0.39700075968007265
173.05123124555394,0.4113616376607503,0.39587942285937416,0.39587942285937416
173.50211752054747,0.4101145538822867,0.3947580860386756,0.3947580860386756
173.953003795541,0.40886747010382296,0.39363674921797714,0.39363674921797714
174.40389007053454,0.40762038632535935,0.39251541239727866,0.39251541239727866
174.85477634552808,0.4063733025468957,0.3913940755765801,0.3913940755765801
175.30566262052162,0.4051262187684321,0.39027273875588164,0.39027273875588164
175.75654889551515,0.4038791349899684,0.3891514019351831,0.3891514019351831
176.2074351705087,0.4026320512115048,0.3880300651144846,0.3880300651144846
176.65832144550222,0.4013849674330411,0.3869087282937861,0.3869087282937861
177.10920772049576,0.4001378836545775,0.38578739147308755,0.38578739147308755
177.5600939954893,0.39889079987611387,0.3846660546523891,0.3846660546523891
178.01098027048283,0.3976437160976502,0.3835447178316906,0.3835447178316906
178.46186654547637,0.39639663231918654,0.38242338101099205,0.38242338101099205
178.9127528204699,0.395149548540723,0.38130204419029357,0.38130204419029357
179.36363909546344,0.39390246476225926,0.38018070736959503,0.38018070736959503
179.81452537045698,0.3926553809837956,0.3790593705488966,0.3790593705488966
180.2654116454505,0.391408297205332,0.37793803372819806,0.37793803372819806
180.71629792044405,0.3901612134268684,0.3768166969074996,0.3768166969074996
181.16718419543759,0.3889141296484047,0.3756953600868011,0.3756953600868011
181.61807047043112,0.3876670458699411,0.37457402326610256,0.37457402326610256
182.06895674542466,0.3864199620914774,0.373452686445404,0.373452686445404
182.5198430204182,0.3851728783130138,0.37233134962470554,0.37233134962470554
182.97072929541173,0.3839257945345501,0.37121001280400706,0.37121001280400706
183.42161557040527,0.3826787107560865,0.3700886759833086,0.3700886759833086
183.8725018453988,0.38143162697762284,0.36896733916261004,0.36896733916261004
184.32338812039234,0.38019983330066137,0.3678460023419115,0.3678460023419115
184.77427439538587,0.3791338499827108,0.366724665521213,0.366724665521213
185.2251606703794,0.37816833728481514,0.36560332870051454,0.36560332870051454
185.67604694537295,0.3772330246208292,0.36448199187981606,0.36448199187981606
186.12693322036648,0.3762977119568432,0.3633606550591175,0.3633606550591175
186.57781949536002,0.3753623992928573,0.36223931823841904,0.36223931823841904
187.02870577035355,0.3744270866288715,0.3611179814177205,0.3611179814177205
187.4795920453471,0.3734917739648855,0.359996644597022,0.359996644597022
187.93047832034063,0.37255646130089953,0.35887530777632354,0.35887530777632354
188.38136459533416,0.37162114863691365,0.35775397095562494,0.35775397095562494
188.8322508703277,0.37068583597292765,0.35663263413492646,0.35663263413492646
189.28313714532123,0.3697505233089418,0.355511297314228,0.355511297314228
189.73402342031477,0.3688152106449558,0.3543899604935295,0.3543899604935295
190.1849096953083,0.3678798979809699,0.35326862367283096,0.35326862367283096
190.63579597030184,0.36694458531698404,0.3521472868521325,0.3521472868521325
191.08668224529538,0.36600927265299804,0.351025950031434,0.351025950031434
191.53756852028891,0.36507395998901215,0.34990461321073546,0.34990461321073546
191.98845479528245,0.3641386473250262,0.348783276390037,0.348783276390037
192.439341070276,0.3632033346610403,0.34766193956933844,0.34766193956933844
192.89022734526952,0.3622680219970543,0.34654060274863996,0.34654060274863996
193.34111362026306,0.3613327093330684,0.3454192659279415,0.3454192659279415
193.7919998952566,0.3603973966690825,0.34429792910724294,0.34429792910724294
194.24288617025013,0.3594620840050966,0.34317659228654446,0.34317659228654446
194.69377244524367,0.35852677134111066,0.3420552554658459,0.3420552554658459
195.1446587202372,0.3575914586771248,0.34093391864514744,0.34093391864514744
195.59554499523074,0.35665614601313883,0.33981258182444896,0.33981258182444896
196.04643127022428,0.35572083334915283,0.3386912450037504,0.3386912450037504
196.4973175452178,0.35478552068516694,0.33756990818305194,0.33756990818305194
196.94820382021135,0.35385020802118106,0.33644857136235345,0.33644857136235345
197.39909009520488,0.3529148953571951,0.3353272345416549,0.3353272345416549
197.84997637019842,0.35197958269320917,0.3342058977209563,0.3342058977209563
198.30086264519196,0.3510442700292232,0.33308456090025784,0.33308456090025784
198.7517489201855,0.35010895736523734,0.33196322407955936,0.33196322407955936
199.20263519517903,0.34917364470125134,0.3308418872588609,0.3308418872588609
199.65352147017256,0.3482383320372655,0.3297205504381624,0.3297205504381624
