detuning_from_l0_peak_mhz,detuning_from_l0_peak_fsr,T_l0,T_l9,T_overlap_min
277.8508089184761,0.028021936903115455,0.2362086784051208,0.2670733802710645,0.2362086784051208
278.4688711762428,0.02808427000071107,0.23540786928119023,0.26612641314814045,0.23540786928119023
279.08693343400955,0.02814660309830669,0.23461071035173864,0.26518386874137095,0.23461071035173864
279.7049956917763,0.028208936195902305,0.233817182553743,0.2642457243324354,0.233817182553743
280.32305788993835,0.028271269287486644,0.23302726699447646,0.2633119573885329,0.23302726699447646
280.9411201477051,0.02833360238508226,0.23224094464697145,0.2623825452028371,0.23224094464697145
281.5591824054718,0.028395935482677877,0.23145819680690274,0.2614574654350137,0.23145819680690274
282.1772446632385,0.028458268580273494,0.230679004787342,0.2605366957507997,0.230679004787342
282.79530692100525,0.028520601677869108,0.22990334999491505,0.25962021391244905,0.22990334999491505
283.413369178772,0.028582934775464724,0.2291312139296012,0.25870799777890147,0.2291312139296012
284.0314314365387,0.02864526787306034,0.2283625781845259,0.25780002530593515,0.2283625781845259
284.6494936943054,0.028707600970655958,0.22759742444574776,0.2568962745463048,0.22759742444574776
285.26755595207214,0.02876993406825157,0.22683573449203945,0.25599672364986426,0.22683573449203945
285.88561820983887,0.02883226716584719,0.2260774901946634,0.2551013508636752,0.2260774901946634
286.5036804676056,0.028894600263442805,0.2253226735171411,0.25421013453210084,0.2253226735171411
287.1217427253723,0.028956933361038422,0.22457126651501813,0.2533230530968864,0.22457126651501813
287.73980498313904,0.029019266458634035,0.22382325133562284,0.25244008509722576,0.22382325133562284
288.35786724090576,0.029081599556229652,0.22307861021782083,0.25156120916981467,0.22307861021782083
288.9759294986725,0.02914393265382527,0.22233732549176424,0.2506864040488914,0.22233732549176424
289.5939917564392,0.029206265751420886,0.22159937957863637,0.24981564856626487,0.22159937957863637
290.21205401420593,0.0292685988490165,0.22086475499039152,0.24894892165132929,0.22086475499039152
290.83011627197266,0.029330931946612116,0.22013343432949045,0.24808620233106846,0.22013343432949045
291.4481785297394,0.029393265044207733,0.2194054002886317,0.2472274697300473,0.2194054002886317
292.0662407875061,0.02945559814180335,0.21868063565047857,0.24637270307039183,0.21868063565047857
292.6843029856682,0.02951793123338769,0.21795912335680706,0.24552188175362033,0.21795912335680706
293.3023652434349,0.029580264330983305,0.21724084623021414,0.24467498503277668,0.21724084623021414
293.92042750120163,0.029642597428578922,0.21652578739131753,0.24383199250468315,0.21652578739131753
294.53848975896835,0.02970493052617454,0.21581392997983104,0.24299288378129383,0.21581392997983104
295.1565520167351,0.029767263623770152,0.21510525722401055,0.2421576385718632,0.21510525722401055
295.7746142745018,0.02982959672136577,0.21439975244035858,0.24132623668286285,0.21439975244035858
296.3926765322685,0.029891929818961386,0.21369739903332563,0.2404986580178894,0.21369739903332563
297.01073879003525,0.029954262916557003,0.21299818049500902,0.2396748825775623,0.21299818049500902
297.62880104780197,0.030016596014152616,0.21230208040484747,0.2388548904594132,0.21230208040484747
298.2468633055687,0.030078929111748233,0.211609082429314,0.2380386618577657,0.211609082429314
298.8649255633354,0.03014126220934385,0.21091917032160498,0.2372261770636071,0.21091917032160498
299.48298782110214,0.030203595306939467,0.21023232792132718,0.2364174164644511,0.21023232792132718
300.10105007886887,0.03026592840453508,0.20954853915418192,0.23561236054419296,0.20954853915418192
300.7191123366356,0.030328261502130697,0.20886778803164668,0.23481098988295576,0.20886778803164668
301.3371745944023,0.030390594599726314,0.20819005865065437,0.2340132851569298,0.20819005865065437
301.95523685216904,0.030452927697321927,0.20751533519327023,0.23321922713820384,0.20751533519327023
302.57329910993576,0.030515260794917544,0.20684360192636655,0.232428796694589,0.20684360192636655
303.1913613677025,0.03057759389251316,0.2061748432012957,0.23164197478943582,0.2061748432012957
303.8094236254692,0.030639926990108778,0.20550904345356008,0.230858742481444,0.20550904345356008
304.42748588323593,0.03070226008770439,0.2048461872024813,0.23007908092446536,0.2048461872024813
305.045548081398,0.030764593179288733,0.20418625911436813,0.22930297144197623,0.20418625911436813
305.66361033916473,0.03082692627688435,0.20352924374789597,0.22853039522782467,0.20352924374789597
306.28167259693146,0.030889259374479967,0.2028751259356206,0.2277613337950901,0.2028751259356206
306.8997348546982,0.03095159247207558,0.20222389052879078,0.22699576867613486,0.20222389052879078
307.5177971124649,0.031013925569671197,0.2015755224607918,0.22623368149739367,0.2015755224607918
308.1358593702316,0.031076258667266814,0.20093000674680445,0.22547505397913975,0.20093000674680445
308.75392162799835,0.03113859176486243,0.20028732848346203,0.22471986793524565,0.20028732848346203
309.3719838857651,0.031200924862458044,0.19964747284850737,0.22396810527293848,0.19964747284850737
309.9900461435318,0.031263257960053664,0.19901042510044714,0.2232197479925497,0.19901042510044714
310.6081084012985,0.031325591057649274,0.19837617057820636,0.222474778187261,0.19837617057820636
311.22617065906525,0.03138792415524489,0.19774469470078093,0.22173317804284348,0.19774469470078093
311.84423291683197,0.03145025725284051,0.1971159829668895,0.2209949298373938,0.1971159829668895
312.4622951745987,0.031512590350436125,0.1964900209546248,0.22026001594106484,0.1964900209546248
313.0803574323654,0.03157492344803174,0.1958667943211033,0.21952841881579174,0.1958667943211033
313.69841969013214,0.03163725654562736,0.19524628880211492,0.21880012101501467,0.19524628880211492
314.31648194789886,0.031699589643222975,0.19462849021177125,0.21807510518339618,0.19462849021177125
314.9345442056656,0.03176192274081859,0.1940133844421537,0.21735335405653525,0.1940133844421537
315.5526064634323,0.0318242558384142,0.19340095746296118,0.21663485046067746,0.19340095746296118
316.17066872119904,0.03188658893600982,0.192791195321156,0.21591957731242112,0.192791195321156
316.78873097896576,0.031948922033605436,0.19218408414061114,0.21520751761841997,0.19218408414061114
317.40679317712784,0.03201125512518978,0.19157961017992292,0.21449865454328995,0.19157961017992292
318.02485543489456,0.032073588222785394,0.1909777595991346,0.21379297113616838,0.1909777595991346
318.6429176926613,0.03213592132038101,0.19037851880914458,0.21309045074057162,0.19037851880914458
319.260979950428,0.03219825441797663,0.18978187423792198,0.21239107672033306,0.18978187423792198
319.87904220819473,0.032260587515572245,0.1891878123885721,0.21169483252780463,0.1891878123885721
320.49710446596146,0.032322920613167855,0.18859631983898123,0.21100170170354,0.18859631983898123
321.1151667237282,0.03238525371076347,0.18800738324146105,0.21031166787597538,0.18800738324146105
321.7332289814949,0.03244758680835909,0.1874209893223927,0.2096247147611074,0.1874209893223927
322.3512912392616,0.032509919905954705,0.1868371248818713,0.20894082616216855,0.1868371248818713
322.96935349702835,0.03257225300355032,0.18625577679335037,0.20825998596929987,0.18625577679335037
323.5874157547951,0.03263458610114594,0.18567693200328586,0.20758217815922153,0.18567693200328586
