detuning_from_l0_peak_mhz,T_l0_exp,T_l9_exp,T_overlap_min_exp
-449.4238048285479,0.10961017845831567,0.1011504851260632,0.1011504851260632
-448.94459941613604,0.10983015753842214,0.10132718482909749,0.10132718482909749
-448.4653940037242,0.1100501366185286,0.10150388453213179,0.10150388453213179
-447.9861885913124,0.11027011569863505,0.10168058423516607,0.10168058423516607
-447.50698317890055,0.11049009477874151,0.10185728393820036,0.10185728393820036
-447.0277777664887,0.11071007385884798,0.10203398364123463,0.10203398364123463
-446.5485723540769,0.11093005293895444,0.10221068334426892,0.10221068334426892
-446.06936694166507,0.11115003201906089,0.1023873830473032,0.1023873830473032
-445.59016152925324,0.11137001109916735,0.10256408275033747,0.10256408275033747
-445.1109561168414,0.1115899901792738,0.10274078245337176,0.10274078245337176
-444.6317507044296,0.11180996925938025,0.10291748215640605,0.10291748215640605
-444.15254529201775,0.11202994833948668,0.10309418185944033,0.10309418185944033
-443.6733398796059,0.11224992741959315,0.1032708815624746,0.1032708815624746
-443.1941344671941,0.11246990649969962,0.1034475812655089,0.1034475812655089
-442.71492905478226,0.11268988557980607,0.10362428096854319,0.10362428096854319
-442.23572364237043,0.11290986465991253,0.10380098067157748,0.10380098067157748
-441.7565182299586,0.11312984374001898,0.10397768037461173,0.10397768037461173
-441.2773128175468,0.11334982282012544,0.10415438007764602,0.10415438007764602
-440.79810740513494,0.1135698019002319,0.1043310797806803,0.1043310797806803
-440.3189019927231,0.11378978098033836,0.10450777948371458,0.10450777948371458
-439.8396965803113,0.11400976006044482,0.10468447918674886,0.10468447918674886
-439.36049116789945,0.11422973914055128,0.10486117888978316,0.10486117888978316
-438.8812857554876,0.11444971822065773,0.10503787859281745,0.10503787859281745
-438.4020803430758,0.11466969730076419,0.10521457829585174,0.10521457829585174
-437.92287493066397,0.11488967638087065,0.10539127799888601,0.10539127799888601
-437.44366951825214,0.11510965546097711,0.10556797770192031,0.10556797770192031
-436.9644641058403,0.11532963454108357,0.10574467740495458,0.10574467740495458
-436.4852586934285,0.11554961362119003,0.10592137710798885,0.10592137710798885
-436.00605328101665,0.11576959270129648,0.10609807681102312,0.10609807681102312
-435.5268478686048,0.11598957178140293,0.10627477651405741,0.10627477651405741
-435.047642456193,0.11620955086150939,0.10645147621709171,0.10645147621709171
-434.56843704378116,0.11642952994161584,0.106628175920126,0.106628175920126
-434.08923163136933,0.1166495090217223,0.10680487562316028,0.10680487562316028
-433.6100262189575,0.11686948810182879,0.10698157532619457,0.10698157532619457
-433.13082080654567,0.11708946718193523,0.10715827502922885,0.10715827502922885
-432.65161539413384,0.11730944626204168,0.10733983651699903,0.10733983651699903
-432.172409981722,0.11752942534214814,0.1075255804881991,0.1075255804881991
-431.6932045693102,0.1177494044222546,0.10771551240404738,0.10771551240404738
-431.21399915689835,0.11796938350236104,0.10791030660440425,0.10791030660440425
-430.7347937444865,0.11818936258246748,0.10811046747581406,0.10811046747581406
-430.2555883320747,0.11840934166257396,0.10831481629187206,0.10831481629187206
-429.77638291966286,0.11862932074268041,0.10852335305257829,0.10852335305257829
-429.29717750725104,0.11884929982278686,0.10873627028567528,0.10873627028567528
-428.8179720948392,0.11906927890289332,0.10895503600194305,0.10895503600194305
-428.3387666824274,0.11928925798299979,0.109177989662859,0.109177989662859
-427.85956127001555,0.11950923706310625,0.10940513126842318,0.10940513126842318
-427.3803558576037,0.11972921614321269,0.10963617290072866,0.10963617290072866
-426.9011504451919,0.11994919522331915,0.10986724170198324,0.10986724170198324
-426.42194503278006,0.12016917430342562,0.11009831050323783,0.11009831050323783
-425.94273962036823,0.12038915338353208,0.11032937930449244,0.11032937930449244
-425.4635342079564,0.12060913246363851,0.11056044810574704,0.11056044810574704
-424.98432879554457,0.12082911154374498,0.11079151690700162,0.11079151690700162
-424.50512338313274,0.12104909062385145,0.11102258570825621,0.11102258570825621
-424.0259179707209,0.12126906970395791,0.11125365450951082,0.11125365450951082
-423.5467125583091,0.12148904878406437,0.11148472331076542,0.11148472331076542
-423.06750714589725,0.12170902786417083,0.11171579211202,0.11171579211202
-422.5883017334854,0.12192900694427729,0.11194686091327459,0.11194686091327459
-422.1090963210736,0.12214898602438375,0.1121779297145292,0.1121779297145292
-421.62989090866176,0.1223689651044902,0.1124089985157838,0.1124089985157838
-421.15068549624993,0.1225915336764836,0.1126400673170384,0.1126400673170384
-420.6714800838381,0.12281891379684659,0.112871136118293,0.112871136118293
-420.1922746714263,0.12305219874848865,0.1131022049195476,0.1131022049195476
-419.71306925901445,0.1232924841431363,0.1133332737208022,0.1133332737208022
-419.2338638466026,0.12354019150525082,0.11356434252205677,0.11356434252205677
-418.7546584341908,0.12379380369864443,0.11379541132331136,0.11379541132331136
-418.27545302177896,0.1240533207233171,0.11402648012456597,0.11402648012456597
-417.79624760936713,0.12431915885554491,0.11425754892582057,0.11425754892582057
-417.3170421969553,0.12459309829069004,0.11448861772707518,0.11448861772707518
-416.83783678454347,0.12487294255711424,0.1147196865283298,0.1147196865283298
-416.35863137213164,0.12515869165481752,0.11495075532958439,0.11495075532958439
-415.8794259597198,0.1254502445565458,0.11518182413083898,0.11518182413083898
-415.400220547308,0.1257468818493927,0.11541289293209357,0.11541289293209357
-414.92101513489615,0.12604351914223957,0.11564396173334816,0.11564396173334816
-414.4418097224843,0.12634015643508645,0.11587503053460278,0.11587503053460278
-413.9626043100725,0.12663679372793335,0.11610609933585737,0.11610609933585737
-413.48339889766066,0.12693343102078025,0.11633716813711197,0.11633716813711197
-413.00419348524883,0.12723006831362715,0.11656823693836658,0.11656823693836658
-412.524988072837,0.12752670560647406,0.11679930573962116,0.11679930573962116
-412.0457826604252,0.12782334289932096,0.11703037454087574,0.11703037454087574
-411.56657724801335,0.12811998019216783,0.11726144334213033,0.11726144334213033
-411.0873718356015,0.12841661748501473,0.11749251214338495,0.11749251214338495
-410.6081664231897,0.12871325477786164,0.11772358094463956,0.11772358094463956
-410.12896101077786,0.12900989207070854,0.11795464974589415,0.11795464974589415
-409.649755598366,0.12930652936355544,0.11818571854714872,0.11818571854714872
-409.1705501859542,0.12960316665640237,0.11841678734840333,0.11841678734840333
-408.69134477354237,0.12989980394924924,0.11864785614965795,0.11864785614965795
-408.21213936113054,0.13019644124209612,0.11887892495091253,0.11887892495091253
-407.7329339487187,0.13049307853494302,0.11910999375216712,0.11910999375216712
-407.2537285363069,0.13078971582778992,0.11934106255342172,0.11934106255342172
-406.77452312389505,0.13108635312063682,0.11957213135467634,0.11957213135467634
-406.2953177114832,0.1313829904134837,0.11980320015593093,0.11980320015593093
-405.8161122990714,0.1316796277063306,0.12003426895718552,0.12003426895718552
-405.33690688665956,0.1319762649991775,0.1202653377584401,0.1202653377584401
-404.85770147424773,0.1322729022920244,0.12049640655969471,0.12049640655969471
-404.3784960618359,0.13256953958487128,0.1207274753609493,0.1207274753609493
-403.8992906494241,0.13286617687771818,0.1209585441622039,0.1209585441622039
-403.42008523701224,0.13316281417056508,0.12118961296345851,0.12118961296345851
-402.9408798246004,0.13345945146341195,0.12142068176471311,0.12142068176471311
-402.4616744121886,0.13375608875625886,0.12165175056596769,0.12165175056596769
-401.98246899977676,0.13405272604910576,0.12188281936722228,0.12188281936722228
-401.5032635873649,0.13434936334195266,0.12211388816847689,0.12211388816847689
-401.0240581749531,0.13464600063479956,0.1223449569697315,0.1223449569697315
-400.54485276254127,0.13494263792764644,0.12257602577098607,0.12257602577098607
-400.06564735012944,0.13523927522049334,0.12280709457224069,0.12280709457224069
-399.5864419377176,0.13553591251334027,0.12303816337349528,0.12303816337349528
-399.1072365253058,0.13583254980618714,0.12326978109590322,0.12326978109590322
-398.62803111289395,0.13612918709903402,0.12350309736533681,0.12350309736533681
-398.1488257004821,0.13642582439188092,0.12373924533146342,0.12373924533146342
-397.6696202880703,0.13672246168472785,0.12397748726751391,0.12397748726751391
-397.19041487565846,0.13701909897757472,0.12421782317348824,0.12421782317348824
-396.71120946324663,0.13731573627042162,0.1244602530493864,0.1244602530493864
-396.2320040508348,0.13761237356326853,0.12470565132679762,0.12470565132679762
-395.752798638423,0.1379090108561154,0.12495319567461406,0.12495319567461406
-395.27359322601114,0.1382056481489623,0.12520283399235435,0.12520283399235435
-394.7943878135993,0.1385022854418092,0.1254545662800185,0.1254545662800185
-394.3151824011875,0.1387989227346561,0.1257090260634129,0.1257090260634129
-393.83597698877566,0.139095560027503,0.1259658728229953,0.1259658728229953
-393.3567715763638,0.13939219732034985,0.12622372687827077,0.12622372687827077
-392.877566163952,0.13968883461319678,0.12648198019747492,0.12648198019747492
-392.39836075154017,0.1399854719060437,0.1267402335166791,0.1267402335166791
-391.91915533912834,0.14028210919889061,0.12699848683588327,0.12699848683588327
-391.4399499267165,0.14057874649173746,0.12725674015508745,0.12725674015508745
-390.9607445143047,0.14087538378458436,0.1275149934742916,0.1275149934742916
-390.48153910189285,0.14117202107743126,0.12777324679349578,0.12777324679349578
-390.002333689481,0.14146865837027814,0.12803150011269995,0.12803150011269995
-389.5231282770692,0.14176529566312504,0.12828975343190413,0.12828975343190413
-389.04392286465736,0.14206193295597197,0.12854800675110828,0.12854800675110828
-388.56471745224553,0.14235857024881884,0.12880626007031246,0.12880626007031246
-388.0855120398337,0.14265520754166572,0.12906451338951663,0.12906451338951663
-387.6063066274219,0.14295184483451262,0.12932276670872078,0.12932276670872078
-387.12710121501004,0.14324848212735952,0.1295810200279249,0.1295810200279249
-386.6478958025982,0.14354511942020645,0.12983927334712908,0.12983927334712908
-386.1686903901864,0.14384175671305335,0.13009752666633329,0.13009752666633329
-385.68948497777455,0.14413839400590023,0.13035577998553743,0.13035577998553743
-385.2102795653627,0.14443503129874713,0.13061403330474158,0.13061403330474158
-384.7310741529509,0.14473166859159403,0.13087228662394576,0.13087228662394576
-384.25186874053907,0.1450283058844409,0.13113053994314997,0.13113053994314997
-383.77266332812724,0.1453249431772878,0.1313887932623541,0.1313887932623541
-383.2934579157154,0.1456215804701347,0.13164704658155826,0.13164704658155826
-382.8142525033036,0.1459182177629816,0.13190529990076244,0.13190529990076244
-382.33504709089175,0.14621485505582849,0.13216355321996662,0.13216355321996662
-381.8558416784799,0.1465114923486754,0.1324218065391708,0.1324218065391708
-381.3766362660681,0.1468081296415223,0.13268005985837494,0.13268005985837494
-380.89743085365626,0.1471047669343692,0.13293831317757912,0.13293831317757912
-380.41822544124443,0.1474014042272161,0.13319656649678327,0.13319656649678327
-379.9390200288326,0.14769804152006297,0.13345481981598742,0.13345481981598742
-379.4598146164208,0.14799467881290987,0.1337130731351916,0.1337130731351916
-378.98060920400894,0.14829131610575677,0.13397132645439577,0.13397132645439577
-378.5014037915971,0.14858795339860364,0.13422957977359995,0.13422957977359995
-378.0221983791853,0.14888459069145055,0.1344878330928041,0.1344878330928041
-377.54299296677345,0.14918122798429748,0.13474608641200828,0.13474608641200828
-377.0637875543616,0.14947786527714435,0.13500433973121245,0.13500433973121245
-376.5845821419498,0.14977450256999122,0.1352625930504166,0.1352625930504166
-376.10537672953797,0.15007113986283813,0.13552084636962078,0.13552084636962078
-375.62617131712614,0.15036777715568506,0.13577909968882496,0.13577909968882496
-375.1469659047143,0.15066441444853196,0.1360373530080291,0.1360373530080291
-374.6677604923025,0.1509610517413788,0.13629560632723328,0.13629560632723328
