branch_m,nonredundant_rank,is_recommended,k_star,L_over_R,geometry_gap_to_half,s_min,F_min,tau_min_at_budget,tau_margin_vs_tau0,cavity_scale_factor,feasible_by_tau
2,1,True,0.2222222222222222,0.41317591116653474,0.08682408883346526,0.1111111111111111,27.0,3.5908818888888887,0.5908818888888887,2.0308532237714902,True
1,2,False,0.1111111111111111,0.11697777844051097,0.38302222155948906,0.1111111111111111,27.0,3.5908818888888887,0.5908818888888887,3.111447653720825,True
4,3,False,0.4444444444444444,0.9698463103929541,0.4698463103929541,0.1111111111111111,27.0,3.5908818888888887,0.5908818888888887,5.847608800326166,True
