L_mm,R_mm,L_over_R,k_from_geometry,zR_mm,w0_medium_um,w0_vacuum_um,w_curved_medium_um,s_min_for_continuous_M,tau_min_at_budget,tau_margin_vs_tau0,F_min_required_for_baseline_k,finesse_budget,M,tau_0,lambda0_nm,n_medium
10.394442,25.229978,0.411987755201372,0.2218381039538712,12.418015883824275,46.491697150701306,56.05672946471007,60.629252683725,0.10919051976935612,3.5288123389033057,0.5288123389033057,27.47491271528811,32.317937,9,3.0,794.974455,1.453800158
