k,L_over_R,best_subset_size,best_s_min,best_F_min,feasible_solution_count,near_optimal_solution_count,best_subset_signature,best_avg_ER_sum_dB,best_avg_efficiency
0.0452,0.02002883150592411,0,,,0,0,,,
0.04528,0.020099313482454795,0,,,0,0,,,
0.04536,0.020169916711589058,0,,,0,0,,,
0.04544,0.020240641175488194,0,,,0,0,,,
0.04552,0.020311486856282795,0,,,0,0,,,
0.0456,0.020382453736072885,0,,,0,0,,,
0.04568,0.020453541796927818,0,,,0,0,,,
0.04576,0.020524751020886363,0,,,0,0,,,
0.04584,0.020596081389956656,0,,,0,0,,,
0.045919999999999996,0.02066753288611624,0,,,0,0,,,
0.046,0.020739105491312058,0,,,0,0,,,
0.046079999999999996,0.020810799187460417,0,,,0,0,,,
0.04616,0.020882613956447076,0,,,0,0,,,
0.046239999999999996,0.020954549780127157,0,,,0,0,,,
0.04632,0.021026606640325244,0,,,0,0,,,
0.0464,0.021098784518835303,0,,,0,0,,,
0.04648,0.02117108339742075,0,,,0,0,,,
0.04656,0.0212435032578144,0,,,0,0,,,
0.04664,0.021316044081718524,0,,,0,0,,,
0.04672,0.021388705850804816,0,,,0,0,,,
0.0468,0.021461488546714435,0,,,0,0,,,
0.04688,0.02153439215105794,0,,,0,0,,,
0.04696,0.021607416645415396,0,,,0,0,,,
0.04704,0.021680562011336283,0,,,0,0,,,
0.04712,0.02175382823033956,0,,,0,0,,,
0.0472,0.021827215283913647,0,,,0,0,,,
0.047279999999999996,0.021900723153516436,0,,,0,0,,,
0.04736,0.021974351820575295,0,,,0,0,,,
0.047439999999999996,0.022048101266487062,0,,,0,0,,,
0.04752,0.022121971472618056,0,,,0,0,,,
0.047599999999999996,0.02219596242030412,0,,,0,0,,,
0.04768,0.02227007409085053,0,,,0,0,,,
0.04776,0.022344306465532114,0,,,0,0,,,
0.04784,0.02241865952559318,0,,,0,0,,,
0.04792,0.022493133252247534,0,,,0,0,,,
0.048,0.022567727626678524,0,,,0,0,,,
0.04808,0.022642442630038968,0,,,0,0,,,
0.04816,0.02271727824345126,0,,,0,0,,,
0.04824,0.022792234448007275,0,,,0,0,,,
0.04832,0.022867311224768466,0,,,0,0,,,
0.0484,0.022942508554765758,0,,,0,0,,,
0.048479999999999995,0.02301782641899967,0,,,0,0,,,
0.04856,0.023093264798440264,0,,,0,0,,,
0.048639999999999996,0.02316882367402711,0,,,0,0,,,
0.04872,0.023244503026669385,0,,,0,0,,,
0.048799999999999996,0.023320302837245795,0,,,0,0,,,
0.04888,0.023396223086604613,0,,,0,0,,,
0.04896,0.023472263755563688,0,,,0,0,,,
0.04904,0.023548424824910454,0,,,0,0,,,
0.04912,0.023624706275401898,0,,,0,0,,,
0.0492,0.023701108087764624,0,,,0,0,,,
0.04928,0.02377763024269478,0,,,0,0,,,
0.04936,0.02385427272085817,0,,,0,0,,,
0.04944,0.023931035502890132,0,,,0,0,,,
0.04952,0.024007918569395655,0,,,0,0,,,
0.0496,0.02408492190094931,0,,,0,0,,,
0.049679999999999995,0.024162045478095293,0,,,0,0,,,
0.04976,0.024239289281347436,0,,,0,0,,,
0.049839999999999995,0.024316653291189143,0,,,0,0,,,
0.04992,0.024394137488073505,0,,,0,0,,,
0.049999999999999996,0.024471741852423214,0,,,0,0,,,
0.05008,0.024549466364630592,0,,,0,0,,,
0.050159999999999996,0.024627311005057637,0,,,0,0,,,
0.05024,0.02470527575403597,0,,,0,0,,,
0.05032,0.024783360591866872,0,,,0,0,,,
0.0504,0.02486156549882128,0,,,0,0,,,
0.05048,0.0249398904551398,0,,,0,0,,,
0.05056,0.025018335441032706,0,,,0,0,,,
0.05064,0.025096900436679927,0,,,0,0,,,
0.05072,0.025175585422231094,0,,,0,0,,,
0.0508,0.02525439037780551,0,,,0,0,,,
0.05088,0.025333315283492176,0,,,0,0,,,
0.05096,0.025412360119349765,0,,,0,0,,,
0.051039999999999995,0.02549152486540666,0,,,0,0,,,
0.05112,0.025570809501660966,0,,,0,0,,,
0.051199999999999996,0.025650214008080454,0,,,0,0,,,
0.05128,0.02572973836460265,0,,,0,0,,,
0.051359999999999996,0.02580938255113479,0,,,0,0,,,
0.05144,0.025889146547553806,0,,,0,0,,,
0.051519999999999996,0.02596903033370639,0,,,0,0,,,
0.0516,0.026049033889408952,0,,,0,0,,,
0.05168,0.02612915719444763,0,,,0,0,,,
