rank,region_id,k,L_over_R,candidate_set_size,max_subset_size,subset_modes,s_min,F_min,F_eval_used,avg_ER_sum_dB,min_ER_sum_dB,avg_separation_efficiency,min_separation_efficiency,geometry_gap_to_target,feasible_under_budget,tau_min_at_budget,is_max_subset_for_k,max_subset_size_for_k,subset_size_gap_to_k_max,k_region_start,k_region_end,region_point_count
27,R313,0.27586,0.5808845840482643,12,7,"[4,6,10,18,27,31,37]",0.10338000000000047,29.019152640742757,32.0,13.305394468482797,12.137171647036386,0.9546122355043717,0.9423880461773972,0.08088458404826426,True,3.308160000000015,True,7,0,0.2755933333333333,0.27624,27
28,R041,0.23331333333333332,0.447673281125393,12,7,"[1,4,10,15,22,37,46]",0.09981999999999935,30.054097375275692,32.0,13.52339815832529,12.062293513706182,0.956350243008008,0.9414447948041016,0.05232671887460699,True,3.1942399999999793,True,7,0,0.23263999999999999,0.2336133333333333,41
29,R152,0.23331333333333332,0.447673281125393,12,7,"[1,4,6,15,22,37,46]",0.09981999999999935,30.054097375275692,32.0,13.513577100727703,12.65548041995032,0.9564688089173864,0.948535748441371,0.05232671887460699,True,3.1942399999999793,True,7,0,0.23263999999999999,0.2336133333333333,41
30,R329,0.23331333333333332,0.447673281125393,12,7,"[4,6,15,18,27,37,46]",0.09981999999999935,30.054097375275692,32.0,13.15971751971892,11.736368860115249,0.9518330656684013,0.9371680432422919,0.05232671887460699,True,3.1942399999999793,True,7,0,0.23263999999999999,0.2336133333333333,41
31,R330,0.23331333333333332,0.447673281125393,12,7,"[4,6,15,22,27,37,46]",0.09981999999999935,30.054097375275692,32.0,13.560606968428951,11.906488872533018,0.955923894221315,0.9394355073204825,0.05232671887460699,True,3.1942399999999793,True,7,0,0.23263999999999999,0.2336133333333333,41
32,R108,0.23334666666666665,0.4477774269852673,12,7,"[1,4,15,22,37,40,46]",0.09972000000000031,30.084235860409052,32.0,13.529399194932887,12.063364010406941,0.9564170385272099,0.9414583815086506,0.05222257301473271,True,3.19104000000001,True,7,0,0.23318,0.2336133333333333,19
33,R301,0.2833133333333333,0.603894385761907,12,7,"[4,10,22,27,37,40,46]",0.09963999999999906,30.108390204737336,32.0,13.639202384555874,11.771929190182922,0.9563314005428817,0.9376484679141457,0.10389438576190702,True,3.18847999999997,True,7,0,0.2830133333333333,0.28347999999999995,20
34,R308,0.2833133333333333,0.603894385761907,12,7,"[4,22,27,31,37,40,46]",0.09963999999999906,30.108390204737336,32.0,13.45313897106559,11.784662807038695,0.9552297703776432,0.9378196654093599,0.10389438576190702,True,3.18847999999997,True,7,0,0.2830133333333333,0.28347999999999995,20
35,R314,0.2833133333333333,0.603894385761907,12,7,"[4,6,10,22,37,40,46]",0.09963999999999906,30.108390204737336,32.0,13.51891828322068,11.781513622231197,0.9555991718068684,0.9377773669931128,0.10389438576190702,True,3.18847999999997,True,7,0,0.2830133333333333,0.28347999999999995,20
36,R294,0.23314666666666664,0.4471525863469855,12,7,"[4,10,15,22,31,37,46]",0.0983199999999993,30.51261187957711,32.0,13.504237517310546,12.118549939916207,0.9561800520989668,0.9421548070162444,0.052847413653014486,True,3.1462399999999775,True,7,0,0.23263999999999999,0.23314666666666664,22
37,R335,0.2682866666666667,0.5573229367242248,12,7,"[4,6,18,27,37,40,46]",0.09744666666666646,30.78607101320387,32.0,13.237816120237095,11.709578012636875,0.9537016500153622,0.9368038166856341,0.05732293672422484,True,3.1182933333333267,True,7,0,0.26812,0.2684533333333333,14
38,R367,0.2682866666666667,0.5573229367242248,12,7,"[6,15,18,27,37,40,46]",0.09744666666666646,30.78607101320387,32.0,12.941456318148154,11.567542849721004,0.9504672199939778,0.9348397298400454,0.05732293672422484,True,3.1182933333333267,True,7,0,0.26812,0.2684533333333333,14
39,R151,0.24392,0.48090376221904196,12,7,"[1,4,6,15,22,31,40]",0.09727999999999959,30.838815789473813,32.0,13.039035930633498,11.43164844746719,0.9494443411517457,0.9329075338758738,0.019096237780958036,True,3.112959999999987,True,7,0,0.24375333333333332,0.24412,16
40,R256,0.24392,0.48090376221904196,12,7,"[1,6,15,22,31,37,40]",0.09727999999999959,30.838815789473813,32.0,13.039327198171021,11.440800993443599,0.9494882776868426,0.9330393212373986,0.019096237780958036,True,3.112959999999987,True,7,0,0.24375333333333332,0.24412,16
41,R333,0.24392,0.48090376221904196,12,7,"[4,6,15,22,31,40,46]",0.09727999999999959,30.838815789473813,32.0,13.182787978230794,11.448954563869256,0.9508207033211333,0.9331565219477043,0.019096237780958036,True,3.112959999999987,True,7,0,0.24375333333333332,0.24412,16
42,R369,0.24392,0.48090376221904196,12,7,"[6,15,22,31,37,40,46]",0.09727999999999959,30.838815789473813,32.0,13.148631106475616,11.458143693101839,0.9506952927558331,0.9332883796702832,0.019096237780958036,True,3.112959999999987,True,7,0,0.24375333333333332,0.24412,16
43,R081,0.2820533333333333,0.6000191609373859,12,6,"[1,4,10,27,37,46]",0.15376000000000034,19.510926118626386,32.0,15.45318125056824,15.006316295625751,0.9721575740634925,0.9693897556584233,0.10001916093738594,True,4.920320000000011,True,6,0,0.2812533333333333,0.28297999999999995,110
44,R193,0.26983999999999997,0.5621678939580784,12,6,"[1,4,6,22,40,46]",0.14279999999999793,21.008403361344843,32.0,15.368994505458682,14.64821532153739,0.9716309676536948,0.9668460118440887,0.062167893958078424,True,4.569599999999934,True,6,0,0.26875333333333334,0.27255999999999997,154
45,R135,0.28572666666666663,0.6112983873488658,12,6,"[1,4,27,31,37,40]",0.14273333333333316,21.01821578701544,32.0,15.021507305922398,14.476400822174009,0.9691967900321913,0.9655541770687811,0.11129838734886577,True,4.567466666666661,True,6,0,0.28445999999999994,0.28856,187
46,R079,0.28572666666666663,0.6112983873488658,12,6,"[1,4,10,27,37,40]",0.14264666666666725,21.030985652194147,32.0,15.019454126661671,14.475779134550761,0.9691834818380826,0.9655494157192419,0.11129838734886577,True,4.564693333333352,True,6,0,0.28445999999999994,0.28856,187
47,R144,0.28572666666666663,0.6112983873488658,12,6,"[1,4,6,10,37,40]",0.14247333333333367,21.056571990079966,32.0,15.019583500785552,14.47060271591657,0.969181978204049,0.9655097461777142,0.11129838734886577,True,4.559146666666678,True,6,0,0.28445999999999994,0.2872933333333333,137
48,R216,0.28572666666666663,0.6112983873488658,12,6,"[1,4,6,31,37,40]",0.14247333333333367,21.056571990079966,32.0,15.021627116153972,14.471223662929846,0.9691952151319004,0.9655145071360209,0.11129838734886577,True,4.559146666666678,True,6,0,0.28445999999999994,0.2872933333333333,137
49,R247,0.28572666666666663,0.6112983873488658,12,6,"[1,6,10,18,37,40]",0.14247333333333367,21.056571990079966,32.0,15.018211838536251,14.470526881036566,0.9691731020122109,0.9655091646890199,0.11129838734886577,True,4.559146666666678,True,6,0,0.28445999999999994,0.2872933333333333,137
50,R249,0.28572666666666663,0.6112983873488658,12,6,"[1,6,10,37,40,46]",0.14230000000000181,21.082220660575977,32.0,15.015454943354491,14.470374585322954,0.9691552387642673,0.965507996883372,0.11129838734886577,True,4.553600000000058,True,6,0,0.28445999999999994,0.2868,117
51,R008,0.2619533333333333,0.5375172100168104,12,6,"[1,10,15,22,27,40]",0.14140000000000086,21.216407355021087,32.0,15.350166185628998,14.641028164563487,0.9714129799356331,0.9667929232203126,0.03751721001681041,True,4.5248000000000275,True,6,0,0.2619533333333333,0.26271999999999995,33
