Time_ms,Lambda_aligned,Power_uW,Scan_Direction
250234,794.9735188598607,3.0366839378238324,Falling
154,794.9735367647919,3.0481865284974066,Rising
252634,794.9735697517449,3.6003108808290123,Falling
249934,794.9735904795851,3.1172020725388574,Falling
454,794.9736083845163,3.186217616580308,Rising
252934,794.9736413714693,3.8418652849740895,Falling
249620,794.9736654415634,3.2207253886010325,Falling
754,794.9736800042407,3.358756476683934,Rising
249320,794.9737370612878,3.3587564766839333,Falling
1054,794.9737516239651,3.4507772020725342,Rising
249020,794.9738086810122,3.5427979274611348,Falling
1354,794.9738232436895,3.6348186528497357,Rising
248720,794.9738803007366,3.7613471502590605,Falling
1654,794.9738948634139,3.922383419689112,Rising
248420,794.973951920461,4.060414507772013,Falling
1954,794.9739664831383,4.25595854922279,Rising
248120,794.9740235401854,4.4284974093264164,Falling
2254,794.9740381028627,4.647046632124341,Rising
247820,794.9740951599098,4.900103626942992,Falling
2554,794.9741097225871,5.383212435233145,Rising
247520,794.9741667796342,5.544248704663194,Falling
2854,794.9741813423115,6.280414507772001,Rising
247217,794.9742391155557,6.3494300518134486,Falling
3154,794.9742529620358,7.028082901554378,Rising
3454,794.9743245817602,8.546424870466284,Rising
246813,794.9743355634513,7.729740932642453,Falling
246513,794.9744071831757,9.248082901554355,Falling
3893,794.9744293852903,10.766424870466263,Rising
246213,794.9744788029001,11.099999999999936,Falling
4193,794.9745010050146,11.099999999999932,Rising
245913,794.9745504226245,12.997927461139808,Falling
4493,794.974572624739,9.02953367875641,Rising
245613,794.9746220423489,14.838341968911799,Falling
4793,794.9746442444634,7.879274611398898,Rising
245313,794.9746936620733,15.988601036269284,Falling
5093,794.9747158641878,8.143834196891113,Rising
245013,794.9747652817977,15.758549222797761,Falling
5393,794.9747874839122,7.062590673575051,Rising
244713,794.974836901522,14.608290155440235,Falling
5693,794.9748591036366,8.615440414507662,Rising
244413,794.9749085212464,12.997927461139712,Falling
5993,794.974930723361,11.38756476683921,Rising
244113,794.9749801409708,11.065492227979092,Falling
6293,794.9750023430854,11.134507772020534,Rising
6593,794.9750739628098,9.742694300517945,Rising
243433,794.9751424790128,7.6492227979272895,Falling
6893,794.9751455825342,9.489637305699267,Rising
243133,794.9752140987372,6.602487046631953,Falling
7196,794.9752179184558,7.626217616580111,Rising
242833,794.9752857184616,5.86632124352314,Falling
7644,794.9753248705775,5.728290155440228,Rising
242533,794.975357338186,5.291191709844376,Falling
7944,794.9753964903019,5.371709844559383,Rising
242233,794.9754289579104,4.8195854922277865,Falling
241933,794.9755005776348,4.486010362694093,Falling
241633,794.975572197359,4.232953367875422,Falling
8825,794.9756068135592,4.048911917098214,Rising
241333,794.9756438170834,4.025906735751047,Falling
9125,794.9756784332836,3.807357512953117,Rising
241033,794.9757154368078,3.876373056994543,Falling
9425,794.975750053008,3.726839378238058,Rising
240733,794.9757870565322,3.7613471502587585,Falling
9725,794.9758216727324,3.7268393782380143,Rising
240433,794.9758586762566,3.703834196890841,Falling
10025,794.9758932924568,3.692331606217242,Rising
240133,794.975930295981,3.6578238341964915,Falling
10325,794.9759649121812,3.646321243522889,Rising
239833,794.9760019157054,3.646321243522856,Falling
10625,794.9760365319056,3.6348186528492494,Rising
239530,794.9760742516271,3.646321243522784,Falling
10925,794.97610815163,3.6693264248698934,Rising
239230,794.9761458713515,3.669326424869849,Falling
11225,794.9761797713544,3.7153367875640972,Rising
238930,794.9762174910759,3.715336787564045,Falling
11525,794.9762513910788,3.772849740931858,Rising
238630,794.9762891108003,3.7728497409317963,Falling
11825,794.9763230108032,3.841865284973172,Rising
238330,794.9763607305247,3.853367875646671,Falling
12125,794.9763946305276,3.9108808290144608,Rising
238030,794.9764323502491,3.9568911917086633,Falling
12425,794.976466250252,4.0489119170971515,Rising
237730,794.9765039699735,4.071917098444193,Falling
12725,794.9765378699763,4.186943005179804,Rising
237430,794.9765755896979,4.209948186526824,Falling
13025,794.9766094897006,4.359481865283119,Rising
237130,794.9766472094223,4.370984455956543,Falling
13325,794.976681109425,4.555025906733515,Rising
236830,794.9767188291466,4.5665284974069085,Falling
13625,794.9767527291494,4.750569948183836,Rising
236530,794.976790448871,4.773575129530762,Falling
13925,794.9768243488738,5.026632124349045,Rising
236230,794.9768620685954,5.0381347150223545,Falling
14225,794.9768959685982,5.3141968911877,Rising
235930,794.9769336883198,5.3256994818609495,Falling
14525,794.9769675883226,5.613264248699775,Rising
235630,794.9770053080441,5.624766839372955,Falling
14825,794.977039208047,5.90082901553811,Rising
235330,794.9770769277685,5.912331606211208,Falling
15125,794.9771108277714,6.188393782376242,Rising
235030,794.9771485474929,6.1768911917021185,Falling
15425,794.9771824474958,6.418445595846331,Rising
234730,794.9772201672173,6.406943005172099,Falling
15728,794.9772547834175,6.613989637295468,Rising
234430,794.9772917869417,6.636994818641793,Falling
16028,794.9773264031419,6.8670466321120935,Rising
234130,794.9773634066661,6.90155440413181,Falling
16328,794.9773980228663,7.143108808275439,Rising
233830,794.9774350263905,7.189119170968507,Falling
16628,794.9774696425907,7.476683937806059,Rising
233530,794.9775066461149,7.557202072519513,Falling
16928,794.9775412623151,7.879274611377346,Rising
233230,794.9775782658393,8.017305699458179,Falling
17228,794.9776128820395,8.362383419662642,Rising
17528,794.9776845017639,8.93751295333522,Rising
232667,794.9777126721888,8.99502590670098,Falling
232367,794.9777842919132,9.662176165760005,Falling
18197,794.9778442137492,10.54787564761535,Rising
232067,794.9778559116376,10.455854922225967,Falling
18497,794.9779158334736,11.479585492161359,Rising
231764,794.9779282475591,11.330051813404097,Falling
18797,794.977987453198,12.422797927377943,Rising
231464,794.9779998672835,12.307772020640888,Falling
19097,794.9780590729224,13.688082901448617,Rising
231164,794.9780714870079,13.573056994711116,Falling
19397,794.9781306926468,15.068393782249029,Rising
