,in_1,in_4,in_6,in_31,in_37,in_40,in_46
out_1,1.0,0.005115026388510072,0.0043449391106150995,0.002655798234898112,0.017535692634240357,0.017399525397912695,0.002658504802267785
out_4,0.005115026388510072,1.0,0.0024048272909607633,0.010254638488686456,0.0029363934990762793,0.01753569263424019,0.0029320695477749567
out_6,0.0043449391106150995,0.0024048272909607633,1.0,0.0032044048275293112,0.012010179460714941,0.0027338868869558426,0.01440940213900006
out_31,0.002655798234898112,0.010254638488686456,0.0032044048275293112,1.0,0.002413233091215383,0.004043481240077175,0.006920080880987374
out_37,0.017535692634240357,0.0029363934990762793,0.012010179460714941,0.002413233091215383,1.0,0.005115026388510093,0.004043481240077175
out_40,0.017399525397912695,0.01753569263424019,0.0027338868869558426,0.004043481240077175,0.005115026388510093,1.0,0.002413233091215383
out_46,0.002658504802267785,0.0029320695477749567,0.01440940213900006,0.006920080880987374,0.004043481240077175,0.002413233091215383,1.0
