family,N,parameter,k_star,lr_exact,lr_asymptotic,relative_error,L_exact_mm
fixed_m,59,4,0.067796610169,0.044682613573,0.045364455736,0.015259675052,1.117065339
fixed_m,59,8,0.135593220339,0.170744310467,0.181457822944,0.062745941271,4.268607762
fixed_m,60,1,0.016666666667,0.002739052316,0.002741556778,0.000914353553,0.068476308
fixed_m,60,2,0.033333333333,0.010926199633,0.010966227112,0.003663440223,0.273154991
fixed_m,60,4,0.066666666667,0.043227271179,0.043864908449,0.014750810153,1.080681779
fixed_m,60,8,0.133333333333,0.165434696821,0.175459633797,0.060597547971,4.135867421
fixed_r_to_half,60,1,0.483333333333,0.997260947684,0.997258443222,0.000914353553,24.931523692
fixed_r_to_half,60,2,0.466666666667,0.989073800367,0.989033772888,0.003663440223,24.726845009
fixed_r_to_half,60,4,0.433333333333,0.956772728821,0.956135091551,0.014750810153,23.919318221
fixed_r_to_half,60,8,0.366666666667,0.834565303179,0.824540366203,0.060597547971,20.864132579
fixed_m,61,1,0.016393442623,0.002650062193,0.002652406450,0.000884604698,0.066251555
fixed_m,61,2,0.032786885246,0.010572157452,0.010609625801,0.003544058867,0.264303936
fixed_m,61,4,0.065573770492,0.041841547756,0.042438503203,0.014267049817,1.046038694
fixed_m,61,8,0.131147540984,0.160363330551,0.169754012811,0.058558787893,4.009083264
fixed_m,62,1,0.016129032258,0.002565338304,0.002567534964,0.000856284650,0.064133458
fixed_m,62,2,0.032258064516,0.010235029374,0.010270139855,0.003430423149,0.255875734
fixed_m,62,4,0.064516129032,0.040521094190,0.041080559422,0.013806765170,1.013027355
fixed_m,62,8,0.129032258065,0.155516540462,0.164322237687,0.056622255092,3.887913512
fixed_r_to_half,62,1,0.483870967742,0.997434661696,0.997432465036,0.000856284649,24.935866542
fixed_r_to_half,62,2,0.467741935484,0.989764970626,0.989729860145,0.003430423149,24.744124266
fixed_r_to_half,62,4,0.435483870968,0.959478905810,0.958919440578,0.013806765170,23.986972645
fixed_r_to_half,62,8,0.370967741935,0.844483459538,0.835677762313,0.056622255092,21.112086488
fixed_m,63,1,0.015873015873,0.002484612317,0.002486672815,0.000829303337,0.062115308
fixed_m,63,2,0.031746031746,0.009913756076,0.009946691258,0.003322169959,0.247843902
fixed_m,63,4,0.063492063492,0.039261894065,0.039786765033,0.013368457663,0.981547352
fixed_m,63,8,0.126984126984,0.150881590957,0.159147060133,0.054781163985,3.772039774
fixed_m,64,1,0.015625000000,0.002407636664,0.002409571387,0.000803577679,0.060190917
fixed_m,64,2,0.031250000000,0.009607359798,0.009638285548,0.003218964440,0.240183995
fixed_m,64,4,0.062500000000,0.038060233744,0.038553142192,0.012950746722,0.951505844
fixed_m,64,8,0.125000000000,0.146446609407,0.154212568767,0.053029287546,3.661165235
fixed_r_to_half,64,1,0.484375000000,0.997592363336,0.997590428613,0.000803577679,24.939809083
fixed_r_to_half,64,2,0.468750000000,0.990392640202,0.990361714452,0.003218964440,24.759816005
fixed_r_to_half,64,4,0.437500000000,0.961939766256,0.961446857808,0.012950746722,24.048494156
fixed_r_to_half,64,8,0.375000000000,0.853553390593,0.845787431233,0.053029287546,21.338834765
fixed_m,65,1,0.015384615385,0.002334182641,0.002336001042,0.000779030942,0.058354566
fixed_m,65,2,0.030769230769,0.009314936930,0.009344004167,0.003120497394,0.232873423
fixed_m,65,4,0.061538461538,0.036912675521,0.037376016667,0.012552358755,0.922816888
fixed_m,65,8,0.123076923077,0.142200519628,0.149504066667,0.051360902608,3.555012991
fixed_m,66,1,0.015151515152,0.002264038713,0.002265749403,0.000755592166,0.056600968
fixed_m,66,2,0.030303030303,0.009035651369,0.009062997613,0.003026482954,0.225891284
fixed_m,66,4,0.060606060606,0.035816033492,0.036251990454,0.012172117331,0.895400837
fixed_m,66,8,0.121212121212,0.138132980947,0.145007961816,0.049770741362,3.453324524
fixed_r_to_half,66,1,0.484848484848,0.997735961287,0.997734250597,0.000755592166,24.943399032
fixed_r_to_half,66,2,0.469696969697,0.990964348631,0.990937002387,0.003026482954,24.774108716
fixed_r_to_half,66,4,0.439393939394,0.964183966508,0.963748009546,0.012172117331,24.104599163
fixed_r_to_half,66,8,0.378787878788,0.861867019053,0.854992038184,0.049770741362,21.546675476
fixed_m,67,1,0.014925373134,0.002197008989,0.002198619826,0.000733195650,0.054925225
fixed_m,67,2,0.029850746269,0.008768728562,0.008794479306,0.002936656500,0.219218214
fixed_m,67,4,0.059701492537,0.034767351846,0.035177917224,0.011808934402,0.869183796
fixed_m,67,8,0.119402985075,0.134234332368,0.140711668895,0.048253948245,3.355858309
fixed_m,68,1,0.014705882353,0.002132911852,0.002134430018,0.000711780495,0.053322796
fixed_m,68,2,0.029411764706,0.008513450158,0.008537720070,0.002850772794,0.212836254
fixed_m,68,4,0.058823529412,0.033763885298,0.034150880281,0.011461802436,0.844097132
fixed_m,68,8,0.117647058824,0.130495541390,0.136603521122,0.046806041552,3.262388535
fixed_r_to_half,68,1,0.485294117647,0.997867088148,0.997865569982,0.000711780495,24.946677204
fixed_r_to_half,68,2,0.470588235294,0.991486549842,0.991462279930,0.002850772794,24.787163746
fixed_r_to_half,68,4,0.441176470588,0.966236114702,0.965849119719,0.011461802436,24.155902868
fixed_r_to_half,68,8,0.382352941176,0.869504458610,0.863396478878,0.046806041552,21.737611465
fixed_m,69,1,0.014492753623,0.002071578734,0.002073010796,0.000691290185,0.051789468
fixed_m,69,2,0.028985507246,0.008269149183,0.008292043185,0.002768604301,0.206728730
fixed_m,69,4,0.057971014493,0.032803081420,0.033168172740,0.011129787356,0.820077035
fixed_m,69,8,0.115942028986,0.126908157076,0.132672690962,0.045422879180,3.172703927
fixed_m,70,1,0.014285714286,0.002012853002,0.002014204980,0.000671672215,0.050321325
fixed_m,70,2,0.028571428571,0.008035205701,0.008056819919,0.002689939670,0.200880143
fixed_m,70,4,0.057142857143,0.031882564680,0.032227279677,0.010812022193,0.797064117
fixed_m,70,8,0.114285714286,0.123464266998,0.128909118708,0.044100627998,3.086606675
fixed_r_to_half,70,1,0.485714285714,0.997987146998,0.997985795020,0.000671672214,24.949678675
fixed_r_to_half,70,2,0.471428571429,0.991964794299,0.991943180081,0.002689939670,24.799119857
fixed_r_to_half,70,4,0.442857142857,0.968117435320,0.967772720323,0.010812022193,24.202935883
fixed_r_to_half,70,8,0.385714285714,0.876535733002,0.871090881292,0.044100627998,21.913393325
fixed_m,71,1,0.014084507042,0.001956588963,0.001957866376,0.000652877754,0.048914724
fixed_m,71,2,0.028169014085,0.007811042889,0.007831465504,0.002614582380,0.195276072
fixed_m,71,4,0.056338028169,0.031000121991,0.031325862015,0.010507701374,0.775003050
fixed_m,71,8,0.112676056338,0.120156457708,0.125303448060,0.042835736419,3.003911443
fixed_m,72,1,0.013888888889,0.001902650954,0.001903858874,0.000634861343,0.047566274
fixed_m,72,2,0.027777777778,0.007596123494,0.007615435495,0.002542349501,0.189903087
fixed_m,72,4,0.055555555556,0.030153689607,0.030461741979,0.010216075566,0.753842240
fixed_m,72,8,0.111111111111,0.116977778441,0.121846967915,0.041624909783,2.924444461
fixed_r_to_half,72,1,0.486111111111,0.998097349046,0.998096141126,0.000634861343,24.952433726
fixed_r_to_half,72,2,0.472222222222,0.992403876506,0.992384564505,0.002542349501,24.810096913
fixed_r_to_half,72,4,0.444444444444,0.969846310393,0.969538258021,0.010216075566,24.246157760
fixed_r_to_half,72,8,0.388888888889,0.883022221559,0.878153032085,0.041624909783,22.075555539
fixed_m,73,1,0.013698630137,0.001850912533,0.001852055620,0.000617580615,0.046272813
fixed_m,73,2,0.027397260274,0.007389946622,0.007408222482,0.002473070585,0.184748666
fixed_m,73,4,0.054794520548,0.029341341244,0.029632889926,0.009936447020,0.733533531
fixed_m,73,8,0.109589041096,0.113921707750,0.118531559705,0.040465088225,2.848042694
fixed_m,74,1,0.013513513514,0.001801255729,0.001802338276,0.000600996049,0.045031393
fixed_m,74,2,0.027027027027,0.007192044826,0.007209353105,0.002406586656,0.179801121
fixed_m,74,4,0.054054054054,0.028561277269,0.028837412421,0.009668165361,0.714031932
fixed_m,74,8,0.108108108108,0.110982122841,0.115349649684,0.039353426763,2.774553071
fixed_r_to_half,74,1,0.486486486486,0.998198744271,0.998197661724,0.000600996049,24.954968607
fixed_r_to_half,74,2,0.472972972973,0.992807955174,0.992790646895,0.002406586656,24.820198879
fixed_r_to_half,74,4,0.445945945946,0.971438722731,0.971162587579,0.009668165361,24.285968068
fixed_r_to_half,74,8,0.391891891892,0.889017877159,0.884650350316,0.039353426763,22.225446929
fixed_m,75,1,0.013333333333,0.001753570375,0.001754596338,0.000585070744,0.043839259
fixed_m,75,2,0.026666666667,0.007001981465,0.007018385352,0.002342749295,0.175049537
fixed_m,75,4,0.053333333333,0.027811814881,0.028073541408,0.009410623773,0.695295372
fixed_m,75,8,0.106666666667,0.108153271337,0.112294165630,0.038287277323,2.703831783
fixed_m,76,1,0.013157894737,0.001707753497,0.001708726524,0.000569770210,0.042693837
fixed_m,76,2,0.026315789474,0.006819348299,0.006834906095,0.002281419810,0.170483707
fixed_m,76,4,0.052631578947,0.027091379150,0.027339624380,0.009163255540,0.677284479
fixed_m,76,8,0.105263157895,0.105429745302,0.109358497519,0.037264172516,2.635743633
fixed_r_to_half,76,1,0.486842105263,0.998292246503,0.998291273476,0.000569770210,24.957306163
fixed_r_to_half,76,2,0.473684210526,0.993180651701,0.993165093905,0.002281419810,24.829516293
fixed_r_to_half,76,4,0.447368421053,0.972908620850,0.972660375620,0.009163255540,24.322715521
fixed_r_to_half,76,8,0.394736842105,0.894570254698,0.890641502481,0.037264172516,22.364256367
fixed_m,77,1,0.012987012987,0.001663708753,0.001664632215,0.000555062187,0.041592719
fixed_m,77,2,0.025974025974,0.006643763304,0.006658528859,0.002222468480,0.166094083
fixed_m,77,4,0.051948051948,0.026398494854,0.026634115436,0.008925530899,0.659962371
fixed_m,77,8,0.103896103896,0.102806457294,0.106536461742,0.036281810953,2.570161432
fixed_m,78,1,0.012820512821,0.001621345933,0.001622222946,0.000540916468,0.040533648
fixed_m,78,2,0.025641025641,0.006474868681,0.006488891782,0.002165773869,0.161871717
fixed_m,78,4,0.051282051282,0.025731779026,0.025955567130,0.008696954186,0.643294476
fixed_m,78,8,0.102564102564,0.100278618298,0.103822268519,0.035338043951,2.506965457
fixed_r_to_half,78,1,0.487179487179,0.998378654067,0.998377777054,0.000540916467,24.959466352
fixed_r_to_half,78,2,0.474358974359,0.993525131319,0.993511108218,0.002165773869,24.838128283
fixed_r_to_half,78,4,0.448717948718,0.974268220974,0.974044432870,0.008696954186,24.356705524
fixed_r_to_half,78,8,0.397435897436,0.899721381702,0.896177731481,0.035338043951,22.493034543
fixed_m,79,1,0.012658227848,0.001580580493,0.001581413940,0.000527304747,0.039514512
fixed_m,79,2,0.025316455696,0.006312329032,0.006325655761,0.002111222196,0.157808226
fixed_m,79,4,0.050632911392,0.025089934136,0.025302623044,0.008477061227,0.627248353
fixed_m,79,8,0.101265822785,0.097841717365,0.101210492176,0.034430863460,2.446042934
fixed_m,80,1,0.012500000000,0.001541333133,0.001542125688,0.000514200478,0.038533328
fixed_m,80,2,0.025000000000,0.006155829702,0.006168502751,0.002058706765,0.153895743
fixed_m,80,4,0.050000000000,0.024471741852,0.024674011003,0.008265416966,0.611793546
fixed_m,80,8,0.100000000000,0.095491502813,0.098696044011,0.033558391103,2.387287570
fixed_r_to_half,80,1,0.487500000000,0.998458666867,0.998457874312,0.000514200478,24.961466672
fixed_r_to_half,80,2,0.475000000000,0.993844170298,0.993831497249,0.002058706765,24.846104257
fixed_r_to_half,80,4,0.450000000000,0.975528258148,0.975325988997,0.008265416966,24.388206454
fixed_r_to_half,80,8,0.400000000000,0.904508497187,0.901303955989,0.033558391103,22.612712430
