dataset_key,reference_peak_l,reference_peak_lambda_nm,reference_peak_nu_ghz,n_sellmeier_20p00C,n_sellmeier_20p18C,delta_n_temp_20p18_minus_20p00,n_malitson_20C,delta_n_sellmeier20_minus_malitson20,fsr_method_A_ghz,fsr_method_B_ghz,fsr_final_ghz,fsr_final_err_ghz,fwhm_l0_ghz,fwhm_l0_nm,finesse_l0,finesse_all_weighted_mean,finesse_all_weighted_err,k_relative_fit,k_relative_fit_err,k_joint_method_B,k_joint_method_B_err,L_mm,L_err_mm,L_over_R,L_over_R_err,R_mm,R_err_mm,baseline_L_mm,baseline_R_mm,baseline_k,baseline_F,delta_L_mm_vs_thesis,delta_R_mm_vs_thesis,delta_k_vs_thesis,delta_F_vs_thesis,fsr_choice,fsr_choice_reason
0p88mm,0,794.9956705276295,377099.48508402717,1.453798267295386,1.453799786239413,1.5189440270013677e-06,1.4534042560174256,0.00039401127796034885,9.938667579495814,9.93146357881119,9.938667579495814,0.0401545436857721,0.31085857573452597,0.0006553475453233011,31.971669290486172,32.23673875767173,0.0001450466508419769,0.22250236377,0.005780715065341547,0.222539031322,0.005780715065341547,10.374279434756836,0.04191451755874938,0.4140427652940622,0.017890274007399218,25.056057741737852,1.0873637209767821,10.25,25.0,0.221,29.8,0.12427943475683634,0.056057741737852496,0.001502363769999987,2.1716692904861716,A_direct,Method A selected because rising/falling direct FSR agree within 1%
