Time_ms,Lambda_aligned,Power_uW,Scan_Direction
250368,794.9735000000001,14.596721311326778,Falling
252468,794.9735432524469,23.589255325903522,Falling
276,794.9735658901465,16.14787973566866,Rising
250068,794.9735716197245,16.147575013621704,Falling
252768,794.9736148721713,26.916866431435366,Falling
576,794.9736375098709,18.142922788768857,Rising
249768,794.9736432394488,17.92052339131445,Falling
253068,794.9736864918957,31.021808900870933,Falling
876,794.9737091295952,20.47110785496612,Rising
249454,794.973718201427,20.137483365283458,Falling
253368,794.9737581116201,36.34827208501305,Falling
1176,794.9737807493196,23.243482271958428,Rising
249154,794.9737898211514,22.798810444571906,Falling
253668,794.9738297313445,43.00730332154926,Falling
1476,794.973852369044,26.793188052846595,Rising
248854,794.9738614408758,26.015374212351066,Falling
1776,794.9739239887684,30.898130522213997,Rising
248554,794.9739330606002,30.009269344015443,Falling
2076,794.9739956084928,35.891451693153485,Rising
248254,794.9740046803246,35.0025905149537,Falling
2376,794.9740672282172,42.550482929554676,Rising
247954,794.974076300049,40.9953377251441,Falling
2676,794.9741388479416,51.2083662444834,Rising
247654,794.9741479197734,48.875889676165485,Falling
2976,794.974210467666,61.86510163788735,Rising
247354,794.9742195394978,59.088435718768764,Falling
3276,794.9742820873904,75.52011514899587,Rising
246857,794.9743381895079,83.1793977131155,Falling
246554,794.9744105254294,103.71930807074727,Falling
3825,794.974413151486,113.82447613695072,Rising
246254,794.9744821451538,129.36743405218775,Falling
4125,794.9744847712104,139.36155478058095,Rising
245954,794.9745537648782,157.12545944911736,Falling
4425,794.9745563909348,169.34052693128962,Rising
245654,794.9746253846026,184.88348484510874,Falling
4725,794.9746280106592,192.65665881933282,Rising
245354,794.974697004327,202.64724984763473,Falling
5025,794.9746996303836,203.7575835601698,Rising
245054,794.9747686240514,203.75391419553446,Falling
5325,794.974771250108,197.0909342696932,Rising
244754,794.9748402437758,189.31395126647678,Falling
5625,794.9748428698324,174.87765770257516,Rising
244454,794.9749118635002,167.10067469944775,Falling
5925,794.9749144895568,151.55390775901787,Rising
244154,794.9749834832246,139.33503124877925,Falling
6225,794.9749861092812,126.00921106242438,Rising
243854,794.975055102949,112.67986117592099,Falling
6525,794.9750577290056,101.57498774357262,Rising
6825,794.97512934873,82.02684728357822,Rising
243445,794.9751527445065,84.13550241668099,Falling
243145,794.9752243642309,68.14087676318688,Falling
7301,794.9752429853593,59.589241415291,Rising
242845,794.9752959839553,56.366049941946955,Falling
7604,794.975315321281,49.14694455619049,Rising
242545,794.9753676036797,47.145311887657016,Falling
7904,794.9753869410054,41.036679878914114,Rising
242245,794.9754392234041,39.47923656119191,Falling
8204,794.9754585607297,35.147361955263506,Rising
241945,794.9755108431285,33.70096597532787,Falling
8504,794.9755301804541,30.14642273322898,Rising
241645,794.9755824628529,29.144216103972415,Falling
8804,794.9756018001785,26.36700422560454,Rising
241345,794.9756540825773,25.364797596435274,Falling
9104,794.9756734199029,23.253869744062854,Rising
241045,794.9757257023017,22.362710452588225,Falling
9404,794.9757450396273,20.584924613272683,Rising
240745,794.9757973220261,20.026907334659278,Falling
9704,794.9758166593517,18.47121617074598,Rising
240445,794.9758689417505,18.024246229728444,Falling
10004,794.9758882790761,16.690649741179357,Rising
240145,794.9759405614749,16.354727137714143,Falling
10304,794.9759598988005,15.354272662027444,Rising
239845,794.9760121811993,15.018350058503293,Falling
10604,794.9760315185249,14.128942920509427,Rising
239545,794.9760838009237,13.904067654435597,Falling
10904,794.9761031382493,13.125707854102046,Rising
239242,794.9761561368454,12.900794497626123,Falling
11204,794.9761747579737,12.344567462678803,Rising
238942,794.9762277565696,12.119654106060946,Falling
11504,794.9762463776981,11.6744744086413,Rising
238642,794.976299376294,11.516189454290355,Falling
11804,794.9763179974225,11.215371295544424,Rising
238342,794.9763709960184,11.068191074662142,Falling
12104,794.9763896171468,10.889524987002826,Rising
238042,794.9764426157428,10.819352615944432,Falling
12404,794.9764612368712,10.795449098330023,Rising
237742,794.9765142354672,10.727416009690266,Falling
12704,794.9765328565956,10.726440652423628,Rising
237442,794.9765858551916,10.65699356618597,Falling
13004,794.97660447632,10.955831027942285,Rising
237142,794.976657474916,10.941907609385753,Falling
13304,794.9766760960443,11.407316076139677,Rising
236842,794.9767290946404,11.42670685747361,Falling
13604,794.9767477157687,12.203047866819404,Rising
236542,794.9768007143648,12.200229179050039,Falling
13904,794.9768193354931,13.309712197473152,Rising
236242,794.9768723340892,13.417940844115382,Falling
14204,794.9768909552175,14.638471196999252,Rising
235942,794.9769439538136,14.635652503833409,Falling
14504,794.9769625749419,15.745135517354445,Rising
235642,794.977015573538,15.742316820704302,Falling
14804,794.9770341946663,16.51865782200739,Rising
235342,794.9770871932624,16.404791785354956,Falling
15104,794.9771058143907,16.40380143065041,Rising
235042,794.9771588129868,16.067840719078546,Falling
15407,794.9771781503124,15.178433585237363,Rising
234742,794.9772304327112,14.842510963422834,Falling
15707,794.9772497700368,13.39786715285025,Rising
234442,794.9773020524356,13.061944531550012,Falling
16007,794.9773213897612,11.728348060294701,Rising
234142,794.97737367216,11.34800650584834,Falling
16307,794.9773930094856,10.247609442435824,Rising
16607,794.97746462921,9.507417244647876,Rising
233684,794.9774830116058,9.483820182456725,Falling
16907,794.9775362489344,9.41548063839371,Rising
233384,794.9775546313302,9.39188357620256,Falling
233084,794.9776262510546,9.299946969948394,Falling
17425,794.9776599123251,9.25673676504688,Rising
232784,794.977697870779,9.208010363694228,Falling
17725,794.9777315320495,9.164800158792715,Rising
232484,794.9777694905034,9.116073757440063,Falling
18025,794.9778031517739,9.07286355253855,Rising
232184,794.9778411102278,9.024137151185897,Falling
18325,794.9778747714983,8.980926946284384,Rising
231884,794.9779127299522,8.932200544931732,Falling
18625,794.9779463912226,8.888990340030219,Rising
231581,794.9779850658739,8.839344572553731,Falling
18925,794.978018010947,8.797053733776053,Rising
231281,794.9780566855983,8.747407966299567,Falling
19225,794.9780896306714,8.705117127521888,Rising
230981,794.9781283053227,8.655471360045402,Falling
19525,794.9781612503958,8.613180521267722,Rising
230681,794.978199925047,8.563534753937173,Falling
19825,794.9782328701202,8.521243915013558,Rising
230381,794.9782715447714,8.471598147683007,Falling
20125,794.9783044898446,8.429307308759393,Rising
230081,794.9783431644958,8.379661541428844,Falling
20425,794.978376109569,8.337370702505227,Rising
229781,794.9784147842201,8.287724935174678,Falling
20725,794.9784477292934,8.245434096251063,Rising
229481,794.9784864039445,8.195788328920514,Falling
21025,794.9785193490178,8.153497489996898,Rising
229181,794.9785580236689,8.103851722666349,Falling
21325,794.9785909687422,8.061560883742732,Rising
228881,794.9786296433933,8.011915116412183,Falling
21625,794.9786625884666,7.969624277488567,Rising
228581,794.9787012631177,7.919978510158018,Falling
21925,794.978734208191,7.877687671234401,Rising
228281,794.9787728828421,7.828041903903852,Falling
22225,794.9788058279154,7.785751064980237,Rising
227981,794.9788445025665,7.736105297649687,Falling
22525,794.9788774476398,7.693814458726071,Rising
227681,794.9789161222909,7.644168691395522,Falling
22825,794.9789490673642,7.6018778524719055,Rising
23128,794.9790214032857,8.29540478581826,Rising
227190,794.9790333399066,7.806161858002445,Falling
226890,794.979104959631,8.946138798298916,Falling
23650,794.9791460216062,10.853967049976738,Rising
226590,794.9791765793553,10.230476771506032,Falling
23950,794.9792176413306,12.626912427236107,Rising
226290,794.9792481990797,11.625861472743292,Falling
24250,794.979289261055,14.177762650668742,Rising
225990,794.9793198188041,12.954617212376633,Falling
24550,794.9793608807794,14.618140094306742,Rising
225690,794.9793914385285,13.728136260609915,Falling
24850,794.9794325005038,14.059092416115796,Rising
225390,794.9794630582529,13.391182974680833,Falling
25150,794.9795041202282,12.833761646358873,Rising
225090,794.9795346779773,12.165852297987533,Falling
25450,794.9795757399526,11.086509551607413,Rising
224790,794.9796062977017,10.696218169064542,Falling
25750,794.979647359677,9.350362704105107,Rising
26050,794.9797189794014,7.869624770642031,Rising
224223,794.9797416589807,7.812894154474926,Falling
223920,794.9798139949024,6.720783354865075,Falling
26518,794.9798307061714,6.470138229626151,Rising
223620,794.9798856146268,6.399653498038145,Falling
26818,794.9799023258958,6.378201623371986,Rising
223320,794.9799572343512,6.307716891783979,Falling
27118,794.9799739456201,6.28626501711782,Rising
223020,794.9800288540756,6.215780285529815,Falling
27418,794.9800455653445,6.194328410863655,Rising
222720,794.9801004738,6.12384367927565,Falling
27718,794.9801171850689,6.102391804609489,Rising
222420,794.9801720935243,6.031907073167421,Falling
28018,794.9801888047933,6.010455198355325,Rising
222120,794.9802437132487,5.939970466913255,Falling
28318,794.9802604245177,5.91851859210116,Rising
221820,794.9803153329731,5.848033860659092,Falling
28618,794.9803320442421,5.826581985846994,Rising
