Time_ms,Lambda_aligned,Power_uW,Scan_Direction,Power_smooth_uW,selected_peak_rank,selected_peak_label,is_active_selected_peak
223662,794.9801124104206,1.5056693253231583,Falling,1.5023411192760388,0,,0
27915,794.9801642153546,1.4855630899234602,Rising,1.4888912959555152,0,,0
223362,794.980184030145,1.4778726865652456,Falling,1.4745444805225836,0,,0
28215,794.980235835079,1.4577664511655475,Rising,1.4610946572016998,0,,0
223062,794.9802556498694,1.4500760478073333,Falling,1.4467478417682629,0,,0
28515,794.9803074548034,1.4299698124076352,Rising,1.43329801844673,0,,0
222762,794.9803272695938,1.4222794090494206,Falling,1.4189512030125002,0,,0
28815,794.9803790745278,1.4021731736497225,Rising,1.4055013796900295,0,,0
222462,794.9803988893182,1.394482770291508,Falling,1.3911545642547178,0,,0
29115,794.9804506942522,1.3743765348918098,Rising,1.3777047409310212,0,,0
222162,794.9804705090426,1.3666861315335956,Falling,1.363357925494339,0,,0
29415,794.9805223139766,1.3465798961338975,Rising,1.349908102173109,0,,0
221862,794.980542128767,1.338889492775683,Falling,1.335561286736427,0,,0
29715,794.980593933701,1.3187832573759848,Rising,1.322137360903161,0,,0
221562,794.9806137484914,1.3110928540177702,Falling,1.3077761579731653,0,,0
30015,794.9806655534254,1.290986618618072,Rising,1.2943393591195667,0,,0
221262,794.9806853682157,1.283296215259858,Falling,1.2799667976422184,0,,0
30315,794.9807371731498,1.2631899798601598,Rising,1.2665201547142473,0,,0
220962,794.9807569879401,1.2554995765019452,Falling,1.2521392636355073,0,,0
30615,794.9808087928742,1.235393341102247,Rising,1.2386858055791246,0,,0
220662,794.9808286076645,1.2277029377440325,Falling,1.2242996138449536,0,,0
30915,794.9808804125986,1.2075967023443344,Rising,1.2108423696061197,0,,0
220362,794.9809002273889,1.1999062989861202,Falling,1.1964539061624784,0,,0
31220,794.980953225985,1.179336786301735,Rising,1.183073597155979,0,,0
220062,794.9809718471133,1.1721096602282075,Falling,1.1686427284661474,0,,0
31520,794.9810248457094,1.1515401475438223,Rising,1.155241610600419,0,,0
219762,794.9810434668377,1.1443130214702948,Falling,1.1407821789474115,0,,0
31820,794.9810964654338,1.12374350878591,Rising,1.127343350701343,0,,0
219462,794.9811150865621,1.1165163827123825,Falling,1.1128537810333292,0,,0
32120,794.9811680851582,1.0959468700279973,Rising,1.099392387137589,0,,0
219162,794.9811867062865,1.0887197439544698,Falling,1.084887824185238,0,,0
32420,794.9812397048826,1.0681502312700846,Rising,1.071419009370495,0,,0
218862,794.9812583260109,1.060923105196557,Falling,1.0569145978644756,0,,0
32735,794.9813149055932,1.0389637605698643,Rising,1.0434535068613986,0,,0
218562,794.9813299457353,1.0331264664386448,Falling,1.0289225920781226,0,,0
33038,794.9813872415149,1.0108891554058408,Rising,1.015466953178106,0,,0
218260,794.9814020429245,1.0051445167580328,Falling,1.0009475483902448,0,,0
33338,794.9814588612393,0.9830925166479281,Rising,0.987509477377998,0,,0
217960,794.9814736626489,0.9773478780001201,Falling,0.9730136983702596,0,,0
33638,794.9815304809637,0.9552958778900154,Rising,0.9596053110304904,0,,0
217660,794.9815452823733,0.9495512392422074,Falling,0.945145273587584,0,,0
33938,794.9816021006881,0.9274992391321031,Rising,0.9317786857025336,0,,0
217360,794.9816169020977,0.9217546004842951,Falling,0.9173665056105369,0,,0
34238,794.9816737204125,0.8997026003741904,Rising,0.9040538329686063,0,,0
217060,794.9816885218221,0.8939579617263824,Falling,0.889576227641205,0,,0
34538,794.9817453401369,0.8719059616162776,Rising,0.8762773367056744,0,,0
216760,794.9817601415465,0.8661613229684697,Falling,0.8617899478819142,0,,0
34838,794.9818169598612,0.8441093228583654,Rising,0.8484806979513538,0,,0
216460,794.9818317612709,0.8383646842105574,Falling,0.8339933091280985,0,,0
35138,794.9818885795856,0.8163126841004527,Rising,0.820684059197899,0,,0
216160,794.9819033809953,0.8105680454526447,Falling,0.8061966703748599,0,,0
35438,794.9819601993099,0.7885160453866638,Rising,0.7928874204447323,0,,0
215860,794.9819750007197,0.782771406694732,Falling,0.778400031621621,0,,0
35738,794.9820318190343,0.760719406628751,Rising,0.7650907816912773,0,,0
215560,794.9820466204441,0.7549747679368197,Falling,0.7506033928678054,0,,0
36038,794.9821034387587,0.7329227678708383,Rising,0.7372941429369566,0,,0
215260,794.9821182401685,0.727178129178907,Falling,0.7228067541128357,0,,0
36338,794.9821750584831,0.705126129112926,Rising,0.7094975041811936,0,,0
214960,794.9821898598929,0.6993814904209943,Falling,0.6950826283258873,0,,0
36638,794.9822466782075,0.6773294903550133,Rising,0.6817330934099677,0,,0
214660,794.9822614796173,0.671584851663082,Falling,0.6672821730947867,0,,0
36938,794.9823182979319,0.6495328515971006,Rising,0.6539008342433952,0,,0
214360,794.9823330993416,0.6437882129051693,Falling,0.6394223505211256,0,,0
37238,794.9823899176563,0.6217362128391883,Rising,0.6260176887847264,0,,0
214060,794.982404719066,0.6159915741472566,Falling,0.6115201227019958,0,,0
37538,794.9824615373807,0.5939395740812756,Rising,0.5981161576244338,0,,0
213760,794.9824763387904,0.5881949353893443,Falling,0.5835993577332518,0,,0
37838,794.9825331571051,0.5661429353233629,Rising,0.5701813080556888,0,,0
213446,794.9825513007686,0.5591011201725351,Falling,0.5556555727729566,0,,0
38138,794.9826047768295,0.5383462965654506,Rising,0.5422337369122936,0,,0
213146,794.982622920493,0.5313044814146224,Falling,0.5277093646549117,0,,0
38438,794.9826763965539,0.5105496578075379,Rising,0.51429404102805,0,,0
212846,794.9826945402174,0.5035078426567101,Falling,0.4997813302129195,0,,0
38738,794.9827480162783,0.4827530190496252,Rising,0.4863828172367597,0,,0
212546,794.9827661599418,0.4757112038987974,Falling,0.4719024252764608,0,,0
39041,794.9828203522,0.4546784138856017,Rising,0.4585252663703048,0,,0
212246,794.9828377796662,0.4479145651408847,Falling,0.4436756058097872,0,,0
39341,794.9828919719243,0.426881775127689,Rising,0.42896601010786556,0,,0
211946,794.9829093993906,0.4201179263829724,Falling,0.4136474325711655,0,,0
39641,794.9829635916487,0.3990851363697767,Rising,0.3991224116050666,0,,0
211646,794.982981019115,0.3923212876250597,Falling,0.38473455632014103,0,,0
39941,794.9830352113731,0.371288497611864,Rising,0.37171218158620667,0,,0
211346,794.9830526388394,0.36452464886714697,Falling,0.35932977712798575,0,,0
40241,794.9831068310975,0.3434918588539513,Rising,0.3486893383807513,0,,0
211044,794.9831247360286,0.336542699186535,Falling,0.3390196794273167,0,,0
40541,794.9831784508219,0.3156952200960388,Rising,0.3311287332068485,0,,0
210744,794.983196355753,0.3158368164876112,Falling,0.32456674872292585,0,,0
40841,794.9832500705463,0.3162616056641267,Rising,0.3197954274277046,0,,0
210445,794.9832677367449,0.31640131410338,Falling,0.316193874680758,0,,0
41141,794.9833216902707,0.3168279912322147,Rising,0.3142518322744572,0,,0
210144,794.9833395952018,0.3169695876237872,Falling,0.31327197654021766,0,,0
41441,794.9833933099951,0.3175600341846022,Rising,0.3134912431170479,0,,0
209845,794.9834109761937,0.3175340852395559,Falling,0.3145565744244456,0,,0
41741,794.9834649297194,0.3184552760906042,Rising,0.31612334149815174,0,,0
209544,794.9834828346505,0.3181023587599631,Falling,0.3179791477214498,0,,0
