mode,pos,background_leakage_raw_sum,ER_sum_dB,separation_efficiency
1,0.25332666666666664,0.04920808491644224,13.079635365388837,0.9530997848531055
4,0.013306666666666578,0.03713532159389299,14.302128107184018,0.9641943333519655
10,0.5332666666666666,0.0412477827997324,13.845993912042617,0.9603861986732646
15,0.7998999999999996,0.030753420634775486,15.12106571589813,0.9701641342933052
37,0.3730866666666657,0.04242036859999598,13.72425562121937,0.9593058905238316
40,0.13306666666666622,0.048323680574305916,13.158399950773916,0.9539038548210295
46,0.6530266666666655,0.041593160776290716,13.809780751738403,0.960067747809239
