,in_1,in_4,in_10,in_15,in_37,in_40,in_46
out_1,0.9530997848531055,0.004931879458747181,0.003883303577564376,0.0023825819097665173,0.01682209323844214,0.016597474349125327,0.0025523447180532785
out_4,0.004875130550406908,0.9641943333519655,0.002317635754984874,0.0060178373497474895,0.0028168995805597603,0.01672736480075845,0.0028149854071523564
out_10,0.003853841099975124,0.00232682567160732,0.9603861986732646,0.004215304090807023,0.009837335107389242,0.0025333761738961947,0.016835452933630212
out_15,0.0023406743511988426,0.005980807233084271,0.004172819555910432,0.9701641342933052,0.002431971233265985,0.003056694117387326,0.011530585945633375
out_37,0.01671326487694467,0.0028312539723008984,0.009848413276918058,0.0024594983617366854,0.9593058905238316,0.004879243389511067,0.0038820159274698023
out_40,0.016583483913296736,0.01690781546933619,0.0025505919712569634,0.003108798635425262,0.004906874944682573,0.9539038548210295,0.002316867258821881
out_46,0.002533820355072374,0.0028270848429584735,0.016841037190100872,0.011651845359211746,0.0038789353718286417,0.002301992348292023,0.960067747809239
