mode,pos,selected
1,0.25332666666666664,True
4,0.013306666666666578,True
6,0.5199599999999998,False
10,0.5332666666666666,True
15,0.7998999999999996,True
18,0.5598799999999997,False
22,0.5731866666666665,False
27,0.8398199999999996,False
31,0.8531266666666664,False
37,0.3730866666666657,True
40,0.13306666666666622,True
46,0.6530266666666655,True
