dataset_key,method,scan_direction,fsr_ghz,fsr_err_ghz,peak1_lambda_nm,peak2_lambda_nm,peak1_nu_ghz,peak2_nu_ghz
0p98mm_raw,A_direct_l0_adjacent_modes,Falling,9.918830633629113,1.537938067897602e-05,794.9744609504239,794.9953711196986,377109.5459363388,377099.62710570515
0p98mm_raw,A_direct_l0_adjacent_modes,Rising,9.919934394245502,1.1984955247780446e-05,794.9744497084547,794.9953622040684,377109.5512691565,377099.63133476226
0p98mm_raw,A_direct_l0_adjacent_modes,combined,9.919382513937308,0.0007804766166547199,,,,
0p98mm_raw,B_global_merged,merged,9.907733285794885,0.01125809893661758,,,,
0p98mm_raw,B_global_rising,rising,9.913172822680338,0.011258098936617559,,,,
0p98mm_raw,B_global_falling,falling,9.92657205082276,0.009742518497117126,,,,
0p98mm_raw,recommended,A_direct,9.919382513937308,0.0007804766166547199,,,,
0p98mm_raw,A_minus_B,difference,0.01164922814242253,,,,,
