,in_1,in_6,in_10,in_18,in_22,in_27,in_37,in_46
out_1,0.9418244360773701,0.0024971307495679825,0.0022896352353528136,0.0053085787603528636,0.02126689821782396,0.003522563369397355,0.02107879237494743,0.0027251407747375263
out_6,0.0024843878673785754,0.9466552267882836,0.015809206740156415,0.0027299207954860345,0.002273842993793804,0.02148013347352281,0.0035384850237533587,0.005244891535726893
out_10,0.0022796400829412236,0.015820927721799015,0.9459538944309043,0.0046972495171522955,0.0027065439318670684,0.005315891671644871,0.002443053588472118,0.02095861290621076
out_18,0.005243905997476781,0.002710494700533288,0.004660368718547133,0.953439897615895,0.015797867420112705,0.002310933822438105,0.0030529010292803015,0.0124749950130032
out_22,0.02118925811623128,0.002277162144665889,0.00270848662242397,0.01593431619073946,0.9452753990369228,0.0025184922803132034,0.006044432381824371,0.00421662967887635
out_27,0.0034748622282513584,0.02129794171729116,0.005266898065421629,0.0023077547407168984,0.002493490976386018,0.954753322867418,0.007042966469837153,0.0030354950974186825
out_37,0.020799108406374445,0.003509443356351115,0.0024212074470727363,0.003049545271187927,0.005986085521436746,0.0070449162978253954,0.9544890749087348,0.0022971222193930926
out_46,0.002704401223976011,0.005231672821507793,0.020890302740121033,0.012532737108469588,0.004199871901656882,0.0030537462174403725,0.002310294223150411,0.9490471127746336
