,in_1,in_6,in_10,in_18,in_22,in_27,in_31,in_37
out_1,0.9477827414855702,0.002660933075263102,0.002305369185952755,0.0031472842894878904,0.005363118836266339,0.010974327112017096,0.0045334971208356905,0.023132331951155598
out_6,0.0026682787432786696,0.9451735323137868,0.02347083786843844,0.0034973594713767287,0.0025116037281308207,0.005377664633737057,0.015244089457377876,0.002283265308244367
out_10,0.0022924057963171983,0.023274607333217883,0.9531423846113519,0.00660444918959933,0.0034679406355456878,0.003129274421094709,0.00535723131130824,0.0024005999911219035
out_18,0.0031296167065801507,0.00346815266087752,0.006604512508759992,0.9531332465900815,0.023273184441313627,0.0022921550764034185,0.002399511161560791,0.005367971138358974
out_22,0.005378252852059279,0.002511757284281236,0.003497393001783253,0.023470612847476806,0.9451157491792439,0.002667986914224002,0.0022834456556933154,0.015305656384648628
out_27,0.010975527503027126,0.005363446730302121,0.0031473144636014155,0.002305347083785232,0.0026607703992584946,0.9476790826972316,0.023247635603326565,0.004526176907496264
out_31,0.004551286364744067,0.015261775533944737,0.0054086664844937475,0.0024225258197067574,0.002285955131672078,0.023336305740266197,0.9440782199483091,0.002856518779668338
out_37,0.023221890548423278,0.0022857950683269042,0.002423521875618347,0.005419174708485899,0.015321677648569103,0.004543203405025853,0.0028563697415884067,0.9441274795393059
