mode,pos,background_leakage_raw_sum,ER_sum_dB,separation_efficiency
1,0.2749933333333333,0.05509412255448298,12.588947292480984,0.9477827414855702
6,0.6499599999999999,0.05800677421848466,12.36521285162719,0.9451735323137868
10,0.7499333333333329,0.049161191596525544,13.083775989848538,0.9531423846113519
18,0.9498799999999994,0.049171250271238254,13.082887488179047,0.9531332465900815
22,0.04985333333333308,0.058071459361902056,12.360372598138024,0.9451157491792439
27,0.42481999999999953,0.05520953058693179,12.579859453860694,0.9476790826972316
31,0.5247933333333332,0.059234265625524696,12.274269914697701,0.9440782199483091
37,0.17475333333333332,0.05917900036969326,12.27832375059008,0.9441274795393059
