mode,pos,selected
1,0.2749933333333333,True
4,0.09997333333333325,False
6,0.6499599999999999,True
10,0.7499333333333329,True
15,0.12489999999999934,False
18,0.9498799999999994,True
22,0.04985333333333308,True
27,0.42481999999999953,True
31,0.5247933333333332,True
37,0.17475333333333332,True
40,0.9997333333333316,False
46,0.6496933333333317,False
