dataset_key,l,scan_direction,raw_lambda_center_nm,final_lambda_center_nm,delta_lambda_nm,raw_nu_center_ghz,final_nu_center_ghz,delta_nu_ghz,raw_fwhm_ghz,final_fwhm_ghz,delta_fwhm_ghz,raw_peak_power_uw,final_peak_power_uw,delta_peak_power_uw,raw_r_squared,final_r_squared
0p98mm,0,Rising,794.9744497532392,794.9744497532298,9.43600753089413e-12,377109.5512479122,377109.5512479167,-4.48198989033699e-09,0.3072732356844688,0.3072728155270039,4.2015746487544803e-07,2.8053374963596,3.2696401353143014,-0.4643026389547016,0.9998791752520413,0.9998791746469289
0p98mm,0,Falling,794.9953711310897,794.9953711310901,-4.547473508864641e-13,377099.6271003018,377099.6271003016,1.7462298274040222e-10,0.30750474184906623,0.30750476526148923,-2.3412423000301885e-08,3.2359540862849343,3.235954039079944,4.720499013899371e-08,0.9999754135281933,0.9999754128841224
0p98mm,1,Rising,794.9906988029005,794.9906988029005,0.0,377101.8433944301,377101.8433944301,0.0,0.30516664795958126,0.3051666479600774,-4.961586697049825e-13,2.9818959678600945,2.9818959678541805,5.913936007573284e-12,0.999428925840649,0.999428925840649
0p98mm,1,Falling,794.9906866439588,794.990686643955,3.865352482534945e-12,377101.8491619937,377101.8491619956,-1.862645149230957e-09,0.3046140528797543,0.30461416555987897,-1.1268012467535726e-07,2.9472232291628173,2.9472230172338016,2.119290156699094e-07,0.9992704144699058,0.9992703743514236
0p98mm,2,Rising,794.9860808131247,794.9860808131199,4.774847184307873e-12,377104.0339390186,377104.03393902094,-2.3283064365386963e-09,0.30475304090178035,0.30475287585356264,1.6504821770402245e-07,3.4140294076404114,3.4140297646180278,-3.569776163558913e-07,0.9993818566231103,0.9993818320900302
0p98mm,2,Falling,794.9860782423056,794.9860782422976,7.958078640513122e-12,377104.0351584944,377104.0351584982,-3.841705620288849e-09,0.302795176116561,0.30279538019035207,-2.0407379108799972e-07,3.3617782155115954,3.3617777778301856,4.3768140978173165e-07,0.9994523540031442,0.9994523533374097
0p98mm,3,Rising,794.9814697111801,794.9814697111801,0.0,377106.2212417551,377106.2212417551,0.0,0.3068086934053963,0.3068086934052574,1.3888890038060708e-13,3.5219048973019316,3.5219048973038554,-1.9237944570704713e-12,0.9996173050825701,0.9996173050825701
0p98mm,3,Falling,794.9814593042552,794.9814593042552,0.0,377106.2261783686,377106.2261783686,0.0,0.306150049486007,0.306150049486007,0.0,3.4693545568731947,3.4693545568731947,0.0,0.9995767174037711,0.9995767174037711
0p98mm,4,Rising,794.9768051305367,794.9768051305189,1.7848833522293717e-11,377108.4339382374,377108.4339382458,-8.440110832452774e-09,0.3032374610515649,0.3032385765247243,-1.1154731593965295e-06,3.4687228148278386,3.9109504898445127,-0.44222767501667404,0.9991821650560841,0.9991822411094837
0p98mm,4,Falling,794.9768104296998,794.9768104296382,6.150457920739427e-11,377108.4314245048,377108.431424534,-2.922024577856064e-08,0.30125063099550253,0.30125394028070274,-3.309285200203682e-06,3.400715404496898,3.8342672777421676,-0.43355187324526945,0.9969717101034983,0.9969723444439432
0p98mm,5,Rising,794.972164329532,794.972164329532,0.0,377110.63538034767,377110.63538034767,0.0,0.30224258730465897,0.3022425873433307,-3.86717324829533e-11,3.2330677410687727,3.759779549965961,-0.5267118088971885,0.9996076367680997,0.9996076367733208
0p98mm,5,Falling,794.9721736596659,794.9721736596659,0.0,377110.63095441577,377110.63095441577,0.0,0.3067317652180785,0.30673176526373536,-4.565686717583617e-11,3.1766909873329596,3.694218237047755,-0.5175272497147954,0.997135259060673,0.997135259066374
0p98mm,6,Rising,794.9884218030327,794.9884218030069,2.580691216280684e-11,377102.9234866982,377102.9234867104,-1.2223608791828156e-08,0.298515910525935,0.29851697855961673,-1.06803368171704e-06,3.444131558652429,3.4441292206165737,2.338035855142806e-06,0.9991683008668708,0.9991684830570068
0p98mm,6,Falling,794.9884154591045,794.9884154591045,0.0,377102.9264959419,377102.9264959419,0.0,0.29901618986384604,0.29901618986341477,4.3126613391564206e-13,3.45434907367295,3.454349073678986,-6.036060540282051e-12,0.9989506648560363,0.9989506648560363
0p98mm,7,Rising,794.983794589084,794.983794589084,0.0,377105.11841937416,377105.11841937416,0.0,0.2944969411917563,0.294496941190708,1.0482725798510728e-12,3.0975676274305446,3.097567627443779,-1.3234302542741716e-11,0.9991577033309358,0.9991577033309358
0p98mm,7,Falling,794.9838079195531,794.9838079195309,2.2168933355715126e-11,377105.11209598987,377105.11209600046,-1.0593794286251068e-08,0.29691637066864507,0.29691775131132153,-1.3806426764628732e-06,3.0687473864109758,3.068744732657781,2.6537531949699655e-06,0.9989276393633962,0.9989279681249256
0p98mm,8,Rising,794.9791677684262,794.9791677683172,1.0902567737502977e-10,377107.3131910396,377107.31319109135,-5.1746610552072525e-08,0.3001511680347351,0.30015543984185444,-4.271807119315962e-06,2.968130546100481,3.400332945956755,-0.4322023998562736,0.9985056243665706,0.9985065607230079
0p98mm,8,Falling,794.9792203038595,794.9792203038595,0.0,377107.2882702674,377107.2882702674,0.0,0.29598572129392936,0.29598572135370327,-5.977390804545735e-11,2.827122382258369,3.2388004928158085,-0.4116781105574394,0.997256208941214,0.9972562089495189
0p98mm,9,Rising,794.9745109480255,794.9745109480255,0.0,377109.5222191345,377109.5222191345,0.0,0.30115770335280895,0.30115770340028314,-4.747419124484509e-11,2.6136741374320955,3.0434421992643452,-0.4297680618322497,0.9973835664630571,0.9973835664908915
0p98mm,9,Falling,794.9745077427585,794.9745077427585,0.0,377109.5237396067,377109.5237396067,0.0,0.2958249771385132,0.2958249771716163,-3.3103131347189674e-11,2.59935619524254,3.026769948992026,-0.427413753749486,0.9987129198342088,0.998712919847441
