dataset_key,reference_peak_l,reference_peak_lambda_nm,reference_peak_nu_ghz,n_sellmeier_20p00C,n_sellmeier_20p18C,delta_n_temp_20p18_minus_20p00,n_malitson_20C,delta_n_sellmeier20_minus_malitson20,fsr_method_A_ghz,fsr_method_B_ghz,fsr_final_ghz,fsr_final_err_ghz,fwhm_l0_ghz,fwhm_l0_nm,finesse_l0,finesse_all_weighted_mean,finesse_all_weighted_err,k_relative_fit,k_relative_fit_err,k_joint_method_B,k_joint_method_B_err,L_mm,L_err_mm,L_over_R,L_over_R_err,R_mm,R_err_mm,baseline_L_mm,baseline_R_mm,baseline_k,baseline_F,delta_L_mm_vs_thesis,delta_R_mm_vs_thesis,delta_k_vs_thesis,delta_F_vs_thesis,fsr_choice,fsr_choice_reason
0p98mm,0,794.98491044216,377104.58917410916,1.453798455926603,1.4537999748722128,1.5189456097353116e-06,1.4534044441813485,0.0003940117452545522,9.919363262539264,8.231458773158375,9.919363262539264,0.0007856174208791917,0.3073887903942466,0.0006480150587630318,32.26976250440694,32.45550544814583,0.00018566695446506535,0.142914811674,0.005776388721914993,0.413796731928,,10.394467726572959,0.0008232458788561195,0.1883967654521989,0.01419204192461644,55.1732812483466,4.156238837136709,10.25,25.0,0.221,29.8,0.1444677265729588,30.173281248346598,-0.078085188326,2.4697625044069405,A_direct,Method A selected because rising/falling direct FSR agree within 1%
