Time_ms,Lambda_aligned,Power_uW,Scan_Direction,Power_smooth_uW,selected_peak_role,is_highest_peak,is_second_highest_peak
5198,794.9747409310913,67.3,Rising,64.55583524027357,,0,0
244942,794.9747722050377,64.8,Falling,63.27218045112678,,0,0
5498,794.9748125508157,61.9,Rising,61.09911735861288,,0,0
244642,794.974843824762,58.5,Falling,58.16508662961647,,0,0
5798,794.9748841705401,53.900000000000006,Rising,54.66593658058086,,0,0
244342,794.9749154444864,49.9,Falling,50.72507355344784,,0,0
6098,794.9749557902645,45.7,Rising,46.55269695978981,,0,0
244042,794.9749870642108,40.6,Falling,42.34047074207166,,0,0
6398,794.9750274099889,37.3,Rising,38.24511278195402,,0,0
243742,794.9750586839352,33.0,Falling,34.39254658385012,,0,0
6698,794.9750990297133,30.2,Rising,30.848741418763556,,0,0
243442,794.9751303036596,26.7,Falling,27.67260542660932,,0,0
6998,794.9751706494377,24.9,Rising,24.806897678979432,,0,0
243142,794.975201923384,21.7,Falling,22.300045766589818,,0,0
7298,794.9752422691621,20.3,Rising,20.13033017325872,,0,0
242842,794.9752735431084,17.900000000000002,Falling,18.24765282772101,,0,0
7601,794.9753146050837,16.799999999999997,Rising,16.616623079437304,,0,0
242542,794.9753451628328,15.1,Falling,15.244596273291542,,0,0
7901,794.9753862248081,14.2,Rising,13.994841451454372,,0,0
242242,794.9754167825572,12.8,Falling,12.901405688133059,,0,0
8201,794.9754578445325,12.2,Rising,11.905508336057245,,0,0
241942,794.9754884022816,11.1,Falling,11.017371690094539,,0,0
8501,794.9755294642569,10.5,Rising,10.199084668191976,,0,0
241642,794.975560022006,9.66,Falling,9.498542007191674,,0,0
8801,794.9756010839812,9.16,Rising,8.823550179797117,,0,0
9101,794.9756727037056,8.11,Rising,8.236737495913513,,0,0
241157,794.975675807227,7.869999999999999,Falling,7.677744360902084,,0,0
240857,794.9757474269514,7.029999999999999,Falling,7.185089898659534,,0,0
240557,794.9758190466758,6.3500000000000005,Falling,6.732546583850784,,0,0
9734,794.9758238213242,6.42,Rising,6.334380516508526,,0,0
240257,794.9758906664002,5.75,Falling,5.968443935926646,,0,0
10034,794.9758954410485,5.859999999999999,Rising,5.658506047727897,,0,0
239957,794.9759622861246,5.29,Falling,5.38270676691718,,0,0
10334,794.9759670607729,5.36,Rising,5.1490487087282375,,0,0
239657,794.976033905849,4.9,Falling,4.950496894409839,,0,0
10634,794.9760386804973,4.96,Rising,4.790362863680848,,0,0
239357,794.9761055255734,4.5600000000000005,Falling,4.6300457665903,,0,0
10934,794.9761103002216,4.63,Rising,4.506956521739047,,0,0
239057,794.9761771452978,4.279999999999999,Falling,4.38025498528923,,0,0
11234,794.976181919946,4.34,Rising,4.23709055246805,,0,0
238757,794.9762487650222,4.05,Falling,4.13575678326243,,0,0
11534,794.9762535396704,4.1,Rising,4.015985616214377,,0,0
238457,794.9763203847466,3.87,Falling,3.934396861719447,,0,0
11834,794.9763251593948,3.91,Rising,3.8394998365478243,,0,0
238154,794.9763927206682,3.73,Falling,3.7757142857142214,,0,0
12134,794.9763967791192,3.76,Rising,3.704831644328149,,0,0
237854,794.9764643403926,3.62,Falling,3.6596077149394617,,0,0
12434,794.9764683988436,3.65,Rising,3.613935926773396,,0,0
237554,794.976535960117,3.56,Falling,3.5904903563255397,,0,0
12734,794.976540018568,3.59,Rising,3.5707976462895807,,0,0
237254,794.9766075798414,3.55,Falling,3.5717064400130214,,0,0
13034,794.9766116382924,3.58,Rising,3.5805426610002717,,0,0
236954,794.9766791995658,3.59,Falling,3.612062765609623,,0,0
13334,794.9766832580168,3.63,Rising,3.650052304674677,,0,0
236654,794.9767508192901,3.68,Falling,3.715831971232376,,0,0
13634,794.9767548777412,3.73,Rising,3.780408630271276,,0,0
236354,794.9768224390145,3.850000000000001,Falling,3.8734390323634615,,0,0
13934,794.9768264974656,3.87,Rising,3.952033344230083,,0,0
236054,794.9768940587389,4.05,Falling,4.05182739457333,,0,0
14234,794.97689811719,4.07,Rising,4.125138934292192,,0,0
235754,794.9769656784633,4.26,Falling,4.206711343576269,,0,0
14534,794.9769697369144,4.27,Rising,4.250742072572671,,0,0
235454,794.9770372981877,4.380000000000001,Falling,4.292242562928995,,0,0
14834,794.9770413566388,4.41,Rising,4.292824452435369,,0,0
235154,794.9771089179121,4.34,Falling,4.280441320692969,,0,0
15134,794.9771129763632,4.390000000000001,Rising,4.229532526969528,,0,0
234854,794.9771805376365,4.13,Falling,4.161209545603069,,0,0
15434,794.9771845960876,4.199999999999999,Rising,4.062899640405292,,0,0
234554,794.9772521573609,3.83,Falling,3.9474436090224874,,0,0
15737,794.9772569320093,3.9,Rising,3.8153121935272294,,0,0
234254,794.9773237770853,3.51,Falling,3.6739653481529255,,0,0
16037,794.9773285517335,3.61,Rising,3.5293658058188324,,0,0
233954,794.9773953968097,3.23,Falling,3.3868486433474376,,0,0
16337,794.9774001714579,3.31,Rising,3.2487479568485838,,0,0
233654,794.9774670165341,3.01,Falling,3.1270480549198507,,0,0
16637,794.9774717911823,3.06,Rising,3.0091173586138718,,0,0
233354,794.9775386362585,2.83,Falling,2.9182477933964814,,0,0
